ID_Lab	Genus	Species	DGroup	data_UCE	data_wanatomy	data_NIRS_hw	data_NIRS_sw	data_NIRS_core_sw	data_NIRS_core_hw	data_NIRS_block_sw	data_NIRS_block_hw	data_massspec	silicagel_leaf	voucher_leaf	heartwood_souche_ETH	heartwood_tronc_ETH	heartwood_carotte_ETH	heartwood_ETH	Bloc_ESSA	Core_ESSA	Heartwood_ESSA	Sapwood_ESSA	Species_ESSA
KAD0017	Dalbergia	aff._pervillei_Ambilobe	Pervillei	N9	NA	0	0	NA	NA	NA	NA	D2	1	0	NA	NA	NA	0	NA	NA	NA	NA	NA
KAD0018	Dalbergia	aff._pervillei_Ambilobe	Pervillei	N8	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	NA	0	NA	NA	NA	NA	NA
KAD0019	Dalbergia	purpurascens	Greveana	prio_hw	NA	0	0	NA	NA	NA	NA	D2	1	0	NA	NA	NA	0	NA	NA	NA	NA	NA
KAD0020	Diospyros	antsirananae	NA	NA	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	NA	0	NA	NA	NA	NA	NA
KAD0021	Dalbergia	aff._pervillei_Ambilobe	Pervillei	NA	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	NA	0	NA	NA	NA	NA	NA
KAD0027	Dalbergia	purpurascens	Greveana	NA	NA	0	0	NA	NA	NA	NA	D2	1	0	NA	NA	NA	0	NA	NA	NA	NA	NA
KAD0028	Dalbergia	purpurascens	Greveana	NA	NA	1	0	0	1	NA	NA	D2	1	0	NA	NA	0.5	1	0	1	1	1	Dalbergia humbertii
KAD0029	Dalbergia	purpurascens	Greveana	NA	NA	1	0	0	1	NA	NA	NA	1	0	NA	NA	0.5	1	NA	NA	NA	NA	NA
KAD0031	Diospyros	sp.	NA	NA	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	0.5	1	0	1	1	1	Dalbergia DM_Sp53
KAD0032	Diospyros	obscurinerva	NA	NA	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	0	0	0	1	1	1	Dalbergia humbertii
KAD0033	Diospyros	obscurinerva	NA	NA	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	NA	0	0	1	1	1	Dalbergia suaresensis
KAD0034	Diospyros	obscurinerva	NA	NA	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	1	1	0	1	1	1	Dalbergia suaresensis
KAD0035	Diospyros	obscurinerva	NA	NA	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	1	1	NA	NA	NA	NA	NA
KAD0036	Diospyros	olacinoides	NA	NA	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	1	1	0	1	1	1	Dalbergia suaresensis
KAD0037	Diospyros	obscurinerva	NA	NA	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	1	1	0	1	1	1	Dalbergia suaresensis
KAD0038	Diospyros	obscurinerva	NA	NA	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	1	1	0	1	0	1	Dalbergia DM_Sp53
KAD0039	Diospyros	obscurinerva	NA	NA	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	1	1	0	1	1	1	Dalbergia DM_Sp53
KAD0040	Dalbergia	humbertii	Humbertii	NA	NA	0	0	NA	NA	NA	NA	D2	1	0	NA	NA	NA	0	0	1	1	1	Dalbergia DM_Sp01
KAD0041	Dalbergia	humbertii	Humbertii	NA	NA	0	0	NA	NA	NA	NA	D2	1	0	NA	NA	0.5	1	0	1	1	1	Dalbergia humbertii
KAD0042	Dalbergia	humbertii	Humbertii	N7	NA	0	0	NA	NA	NA	NA	D2	1	0	NA	NA	0	0	0	1	1	1	Dalbergia humbertii
KAD0043	Dalbergia	humbertii	Humbertii	NA	NA	1	1	1	1	NA	NA	D2	1	0	NA	NA	1	1	0	1	1	1	Dalbergia suaresensis
KAD0044	Dalbergia	suaresensis	Humbertii	NA	NA	1	1	1	1	NA	NA	NA	1	0	NA	NA	NA	0	NA	NA	NA	NA	NA
KAD0045	Dalbergia	suaresensis	Humbertii	N10	NA	1	0	0	1	NA	NA	D2	1	0	NA	NA	NA	0	NA	NA	NA	NA	NA
KAD0046	Dalbergia	suaresensis	Humbertii	NA	NA	0	0	NA	NA	NA	NA	D2	1	0	NA	NA	1	1	0	1	1	1	Dalbergia abrahamii
KAD0047	Dalbergia	suaresensis	Humbertii	NA	NA	1	0	0	1	NA	NA	D2	1	0	NA	NA	1	1	0	1	1	1	Dalbergia abrahamii
KAD0048	Dalbergia	suaresensis	Humbertii	NA	NA	0	0	NA	NA	NA	NA	D2	1	0	NA	NA	1	1	0	1	1	1	Dalbergia abrahamii
KAD0050	Dalbergia	humbertii	Humbertii	NA	NA	0	0	NA	NA	NA	NA	D2	1	0	NA	NA	NA	0	NA	NA	NA	NA	NA
KAD0051	Dalbergia	humbertii	Humbertii	NA	NA	0	0	NA	NA	NA	NA	D2	1	0	NA	NA	NA	0	NA	NA	NA	NA	NA
KAD0052	Dalbergia	hirtipetala	Chlorocarpa	N7	Ravo	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	NA	0	NA	NA	NA	NA	NA
KAD0053	Dalbergia	humbertii	Humbertii	NA	NA	1	0	0	1	NA	NA	D2	1	0	NA	NA	NA	0	0	1	1	1	Dalbergia monticola
KAD0054	Dalbergia	humbertii	Humbertii	NA	NA	1	1	1	1	NA	NA	D2	1	0	NA	NA	NA	0	0	1	1	1	Dalbergia monticola
KAD0055	Dalbergia	suaresensis	Humbertii	N10	NA	1	0	0	1	NA	NA	D2	1	0	NA	NA	NA	0	0	1	1	1	Dalbergia monticola
KAD0056	Diospyros	pubiramulis	NA	NA	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	NA	0	0	1	1	1	Dalbergia monticola
KAD0057	Diospyros	olacinoides	NA	NA	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	NA	0	NA	NA	NA	NA	NA
KAD0058	Dalbergia	abrahamii	Chlorocarpa	NA	Ravo	1	1	1	1	NA	NA	D2	1	0	NA	NA	NA	0	0	1	1	1	Dalbergia monticola
KAD0059	Dalbergia	abrahamii	Chlorocarpa	N7	Ravo	1	1	1	1	NA	NA	D2	1	0	NA	NA	NA	0	0	1	0	1	Dalbergia orientalis
KAD0060	Dalbergia	abrahamii	Chlorocarpa	NA	Ravo	1	1	1	1	NA	NA	D2	0	0	NA	NA	NA	0	0	1	1	1	Dalbergia orientalis
KAD0061	Diospyros	pubiramulis	NA	NA	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	NA	0	0	1	1	1	Dalbergia orientalis
KAD0062	Diospyros	olacinoides	NA	NA	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	NA	0	0	1	1	1	Dalbergia DM_Sp38
KAD0063	Diospyros	antsirananae	NA	NA	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	NA	0	0	1	1	1	Dalbergia orientalis
KAD0064	Dalbergia	monticola	Monticola	prio_geo	NA	1	1	1	1	NA	NA	NA	1	0	NA	NA	NA	0	NA	NA	NA	NA	NA
KAD0065	Dalbergia	monticola	Monticola	NA	NA	1	1	1	1	NA	NA	NA	1	0	NA	NA	NA	0	0	1	1	1	Dalbergia orientalis
KAD0066	Dalbergia	monticola	Monticola	NA	Ravo	1	1	1	1	NA	NA	NA	1	0	NA	NA	NA	0	0	1	1	1	Dalbergia orientalis
KAD0067	Dalbergia	monticola	Monticola	NA	NA	1	1	1	1	NA	NA	NA	1	0	NA	NA	NA	0	NA	NA	NA	NA	NA
KAD0068	Diospyros	ebenifera	NA	NA	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	NA	0	0	1	1	1	Dalbergia DM_Sp38
KAD0069	Dalbergia	monticola	Monticola	NA	Ravo	1	1	1	1	NA	NA	NA	1	0	NA	NA	NA	0	NA	NA	NA	NA	NA
KAD0070	Dalbergia	orientalis	Monticola	NA	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	NA	0	NA	NA	NA	NA	NA
KAD0071	Dalbergia	orientalis	Monticola	NA	NA	1	0	0	1	NA	NA	NA	1	0	NA	NA	NA	0	NA	NA	NA	NA	NA
KAD0072	Dalbergia	aff._chapelieri_NE	Chapelieri	NA	NA	1	0	0	1	NA	NA	NA	0	0	NA	NA	NA	0	NA	NA	NA	NA	NA
KAD0073	Dalbergia	aff._chapelieri_NE	Chapelieri	NA	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	NA	0	NA	NA	NA	NA	NA
KAD0074	Dalbergia	aff._chapelieri_NE	Chapelieri	N10	NA	1	0	0	1	NA	NA	NA	1	0	NA	NA	NA	0	NA	NA	NA	NA	NA
KAD0075	Diospyros	toxicaria	NA	NA	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	NA	0	NA	NA	NA	NA	NA
KAD0076	Dalbergia	aff._chapelieri_NE	Chapelieri	NA	NA	1	0	0	1	NA	NA	NA	1	0	NA	NA	NA	0	NA	NA	NA	NA	NA
KAD0077	Dalbergia	aff._chapelieri_NE	Chapelieri	NA	NA	1	0	0	1	NA	NA	NA	1	0	NA	NA	NA	0	0	1	1	1	Dalbergia monticola
KAD0078	Dalbergia	aff._chapelieri_NE	Chapelieri	NA	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	NA	0	0	1	1	1	Dalbergia monticola
KAD0079	Dalbergia	aff._chapelieri_NE	Chapelieri	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	NA	NA	NA	0	NA	NA	NA	NA	NA
KAD0080	Diospyros	toxicaria	NA	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	NA	NA	NA	0	NA	NA	NA	NA	NA
KAD0081	Diospyros	toxicaria	NA	NA	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	NA	0	0	1	0	1	Dalbergia monticola
KAD0082	Diospyros	toxicaria	NA	NA	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	NA	0	0	1	1	1	Dalbergia monticola
KAD0083	Diospyros	toxicaria	NA	NA	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	NA	0	0	1	0	1	Dalbergia DM_Sp37
KAD0084	Dalbergia	madagascariensis_antongilensis	Baronii	N8	NA	0	0	NA	NA	NA	NA	NA	0	0	NA	NA	NA	0	NA	NA	NA	NA	NA
KAD0085	Diospyros	sp.	NA	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	NA	NA	NA	0	NA	NA	NA	NA	NA
KAD0086	Diospyros	haplostylis	NA	NA	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	NA	0	0	1	1	1	Dalbergia chapelieri
KAD0087	Dalbergia	monticola	Monticola	NA	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	NA	0	0	1	1	1	Dalbergia orientalis
KAD0088	Dalbergia	monticola	Monticola	NA	NA	1	1	1	1	NA	NA	NA	1	0	NA	NA	NA	0	0	1	1	1	Dalbergia chapelieri
KAD0089	Dalbergia	monticola	Monticola	NA	Ravo	1	1	1	1	NA	NA	NA	0	0	NA	NA	NA	0	NA	NA	NA	NA	NA
KAD0090	Diospyros	brevipedicellata	NA	NA	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	NA	0	0	1	1	1	Dalbergia chapelieri
KAD0091	Diospyros	brevipedicellata	NA	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	NA	NA	NA	0	NA	NA	NA	NA	NA
KAD0092	Dalbergia	monticola	Monticola	NA	Ravo	0	1	1	0	NA	NA	NA	1	0	NA	NA	NA	0	0	1	1	1	Dalbergia chapelieri
KAD0093	Dalbergia	monticola	Monticola	N8	NA	1	1	1	1	NA	NA	NA	1	0	NA	NA	NA	0	0	1	1	1	Dalbergia orientalis
KAD0094	Dalbergia	monticola	Monticola	NA	Ravo	0	0	NA	NA	NA	NA	NA	0	0	NA	NA	NA	0	NA	NA	NA	NA	NA
KAD0095	Diospyros	sp.	NA	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	NA	NA	NA	0	NA	NA	NA	NA	NA
KAD0096	Diospyros	sp.	NA	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	NA	NA	NA	0	NA	NA	NA	NA	NA
KAD0097	Dalbergia	chapelieri	Chapelieri	NA	NA	1	1	1	1	NA	NA	NA	0	0	NA	NA	NA	0	NA	NA	NA	NA	NA
KAD0098	Dalbergia	chapelieri	Chapelieri	NA	NA	1	0	0	1	NA	NA	NA	1	0	NA	NA	NA	0	0	1	1	1	Dalbergia chapelieri
KAD0099	Dalbergia	chapelieri	Chapelieri	NA	NA	1	1	1	1	NA	NA	NA	0	0	NA	NA	NA	0	NA	NA	NA	NA	NA
KAD0100	Diospyros	sp.	NA	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	NA	NA	NA	0	NA	NA	NA	NA	NA
KAD0101	Dalbergia	chapelieri	Chapelieri	NA	NA	1	1	1	1	NA	NA	NA	0	0	NA	NA	NA	0	NA	NA	NA	NA	NA
KAD0102	Diospyros	gracilipes	NA	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	NA	NA	NA	0	NA	NA	NA	NA	NA
KAD0103	Dalbergia	chapelieri	Chapelieri	NA	NA	1	1	1	1	NA	NA	NA	0	0	NA	NA	NA	0	NA	NA	NA	NA	NA
KAD0104	Dalbergia	orientalis	Monticola	NA	NA	1	0	0	1	NA	NA	NA	0	0	NA	NA	NA	0	NA	NA	NA	NA	NA
KAD0105	Diospyros	sp.	NA	NA	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	NA	0	0	1	0	1	Dalbergia orientalis
KAD0106	Diospyros	sp.	NA	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	NA	NA	NA	0	NA	NA	NA	NA	NA
KAD0107	Diospyros	sp.	NA	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	NA	NA	NA	0	NA	NA	NA	NA	NA
KAD0108	Diospyros	sp.	NA	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	NA	NA	NA	0	NA	NA	NA	NA	NA
KAD0109	Dalbergia	chapelieri	Chapelieri	NA	NA	1	1	1	1	NA	NA	NA	0	0	NA	NA	NA	0	NA	NA	NA	NA	NA
KAD0110	Diospyros	sp.	NA	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	NA	NA	NA	0	NA	NA	NA	NA	NA
KAD0111	Diospyros	sp.	NA	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	NA	NA	NA	0	NA	NA	NA	NA	NA
KAD0112	Diospyros	sp.	NA	NA	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	NA	0	0	1	1	1	Dalbergia monticola
KAD0113	Diospyros	sp.	NA	NA	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	NA	0	0	1	1	1	Dalbergia orientalis
KAD0114	Diospyros	sp.	NA	NA	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	NA	0	0	1	1	1	Dalbergia orientalis
KAD0115	Diospyros	lewisiae	NA	NA	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	NA	0	0	1	1	1	Dalbergia orientalis
KAD0116	Dalbergia	orientalis	Monticola	N9	NA	0	0	NA	NA	NA	NA	NA	0	0	NA	NA	NA	0	NA	NA	NA	NA	NA
KAD0117	Diospyros	lewisiae	NA	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	NA	NA	NA	0	NA	NA	NA	NA	NA
KAD0118	Diospyros	lewisiae	NA	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	NA	NA	NA	0	NA	NA	NA	NA	NA
KAD0119	Diospyros	brevipedicellata	NA	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	NA	NA	NA	0	NA	NA	NA	NA	NA
KAD0120	Diospyros	brevipedicellata	NA	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	NA	NA	NA	0	NA	NA	NA	NA	NA
KAD0121	Diospyros	sp.	NA	NA	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	NA	0	0	1	0	1	Dalbergia orientalis
KAD0122	Diospyros	sp.	NA	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	NA	NA	NA	0	NA	NA	NA	NA	NA
KAD0123	Dalbergia	monticolaXorientalis	Monticola	N9	NA	1	0	0	1	NA	NA	NA	0	0	NA	NA	NA	0	NA	NA	NA	NA	NA
KAD0124	Dalbergia	aff._chapelieri_NE	Chapelieri	NA	NA	1	0	0	1	NA	NA	NA	0	0	NA	NA	NA	0	NA	NA	NA	NA	NA
KAD0125	Dalbergia	aff._chapelieri_NE	Chapelieri	NA	NA	1	0	0	1	NA	NA	NA	0	0	NA	NA	NA	0	NA	NA	NA	NA	NA
KAD0126	Dalbergia	aff._chapelieri_S	Chapelieri	NA	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	NA	0	NA	NA	NA	NA	NA
KAD0127	Diospyros	sp.	NA	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	NA	NA	NA	0	NA	NA	NA	NA	NA
KAD0128	Diospyros	sp.	NA	NA	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	NA	0	0	1	1	1	Dalbergia chapelieri
KAD0129	Diospyros	sp.	NA	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	NA	NA	NA	0	NA	NA	NA	NA	NA
KAD0130	Diospyros	pervilleana	NA	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	NA	NA	NA	0	NA	NA	NA	NA	NA
KAD0131	Diospyros	pervilleana	NA	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	NA	NA	NA	0	NA	NA	NA	NA	NA
KAD0132	Dalbergia	orientalis	Monticola	NA	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	NA	0	0	1	1	1	Dalbergia bathiei
KAD0133	Diospyros	sp.	NA	NA	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	NA	0	0	1	1	1	Dalbergia orientalis
KAD0134	Diospyros	sp.	NA	NA	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	NA	0	NA	NA	NA	NA	NA
KAD0135	Diospyros	haplostylis	NA	NA	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	NA	0	NA	NA	NA	NA	NA
KAD0136	Diospyros	sp.	NA	NA	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	NA	0	0	1	1	1	Dalbergia bathiei
KAD0137	Dalbergia	chapelieri	Chapelieri	NA	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	NA	0	NA	NA	NA	NA	NA
KAD0138	Diospyros	sp.	NA	NA	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	NA	0	NA	NA	NA	NA	NA
KAD0139	Dalbergia	chapelieri	Chapelieri	N9	NA	1	1	1	1	NA	NA	NA	1	0	NA	NA	NA	0	0	1	1	1	Dalbergia bathiei
KAD0140	Diospyros	sp.	NA	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	NA	NA	NA	0	NA	NA	NA	NA	NA
KAD0141	Diospyros	sp.	NA	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	NA	NA	NA	0	NA	NA	NA	NA	NA
KAD0142	Diospyros	maculata	NA	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	NA	NA	NA	0	0	1	0	1	Dalbergia bathiei
KAD0143	Dalbergia	bathiei	Baronii	NA	Ravo	1	1	1	1	NA	NA	NA	0	0	NA	NA	NA	0	NA	NA	NA	NA	NA
KAD0144	Dalbergia	aff._chapelieri_NE	Chapelieri	N10	NA	1	0	0	1	NA	NA	NA	1	0	NA	NA	NA	0	0	1	1	0	Dalbergia DM_Sp47
KAD0145	Dalbergia	aff._chapelieri_NE	Chapelieri	NA	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	NA	0	0	1	1	1	Dalbergia densicoma
KAD0146	Dalbergia	aff._chapelieri_NE	Chapelieri	NA	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	NA	0	NA	NA	NA	NA	NA
KAD0147	Dalbergia	bathiei	Baronii	NA	Ravo	1	1	1	1	NA	NA	NA	1	0	NA	NA	NA	0	0	1	1	1	Dalbergia bathiei
KAD0148	Dalbergia	aff._chapelieri_NE	Chapelieri	N10	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	NA	0	0	1	1	1	Dalbergia manongarivensis
KAD0149	Dalbergia	aff._chapelieri_NE	Chapelieri	NA	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	NA	0	0	1	1	1	Dalbergia chlorocarpa
KAD0150	Dalbergia	bathiei	Baronii	N9	Ravo	1	1	1	1	NA	NA	NA	1	0	NA	NA	NA	0	0	1	1	1	Dalbergia manongarivensis
KAD0151	Diospyros	toxicaria	NA	NA	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	NA	0	0	1	1	1	Dalbergia manongarivensis
KAD0152	Diospyros	toxicaria	NA	NA	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	NA	0	NA	NA	NA	NA	NA
KAD0153	Dalbergia	bathiei	Baronii	NA	Ravo	0	1	1	0	NA	NA	NA	0	0	NA	NA	NA	0	NA	NA	NA	NA	NA
KAD0154	Diospyros	sp.	NA	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	NA	NA	NA	0	NA	NA	NA	NA	NA
KAD0155	Dalbergia	aff._lemurica_Ampasindava	Chlorocarpa	N7	NA	0	0	NA	NA	NA	NA	NA	0	1	NA	NA	NA	0	NA	NA	NA	NA	NA
KAD0156	Dalbergia	densicoma	Pervillei	prio_geo	NA	1	1	1	1	NA	NA	NA	0	0	NA	NA	NA	0	NA	NA	NA	NA	NA
KAD0157	Dalbergia	manongarivensis	Baronii	NA	NA	0	0	NA	NA	NA	NA	NA	2	0	NA	NA	NA	0	0	1	1	1	Dalbergia monticola
KAD0158	Dalbergia	manongarivensis	Baronii	NA	NA	1	1	1	1	NA	NA	NA	1	0	NA	NA	NA	0	0	1	1	1	Dalbergia DM_Sp37
KAD0159	Dalbergia	manongarivensis	Baronii	NA	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	NA	0	0	1	0	1	Dalbergia monticola
KAD0160	Dalbergia	aff._lemurica_Ampasindava	Chlorocarpa	NA	NA	1	0	0	1	NA	NA	NA	1	0	NA	NA	NA	0	0	1	0	1	Dalbergia monticola
KAD0161	Dalbergia	manongarivensis	Baronii	N8	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	NA	0	0	1	1	1	Dalbergia monticola
KAD0162	Dalbergia	manongarivensis	Baronii	NA	NA	1	0	0	1	NA	NA	NA	1	0	NA	NA	NA	0	NA	NA	NA	NA	NA
KAD0163	Dalbergia	densicoma	Pervillei	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	NA	NA	NA	0	0	1	1	1	Dalbergia chapelieri
KAD0164	Diospyros	sp.	NA	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	NA	NA	NA	0	NA	NA	NA	NA	NA
KAD0165	Diospyros	sp.	NA	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	NA	NA	NA	0	NA	NA	NA	NA	NA
KAD0166	Dalbergia	manongarivensis	Baronii	N8	NA	0	0	NA	NA	NA	NA	NA	0	0	NA	NA	NA	0	NA	NA	NA	NA	NA
KAD0170	Dalbergia	notseen_sp.	incertae_sedis	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	NA	NA	NA	0	NA	NA	NA	NA	NA
KAD0171	Dalbergia	aff._monticola_NW	Monticola	NA	NA	1	0	0	1	NA	NA	NA	1	0	NA	NA	NA	0	NA	NA	NA	NA	NA
KAD0172	Dalbergia	aff._monticola_NW	Monticola	N7	NA	1	0	0	1	NA	NA	NA	0	0	NA	NA	NA	0	NA	NA	NA	NA	NA
KAD0173	Dalbergia	aff._monticola_NW	Monticola	NA	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	1	1	0	1	1	1	Dalbergia orientalis
KAD0174	Dalbergia	aff._monticola_NW	Monticola	NA	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	0	0	0	1	1	1	Dalbergia orientalis
KAD0175	Dalbergia	aff._monticola_NW	Monticola	NA	NA	1	0	0	1	NA	NA	NA	1	0	NA	NA	0	0	0	1	1	1	Dalbergia orientalis
KAD0176	Dalbergia	aff._monticola_NW	Monticola	NA	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	0.5	1	0	1	1	1	Dalbergia orientalis
KAD0182	Dalbergia	aff._chapelieri_NE	Chapelieri	NA	NA	1	0	0	1	NA	NA	NA	1	0	NA	NA	0	0	0	1	0	1	Dalbergia orientalis
KAD0183	Dalbergia	aff._chapelieri_NE	Chapelieri	NA	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	1	1	0	1	1	1	Dalbergia orientalis
KAD0190	Dalbergia	maritima_pubescens	Maritima	NA	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	1	1	0	1	0	1	Dalbergia sp.
KAD0191	Diospyros	sp.	NA	NA	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	1	1	0	1	1	1	Dalbergia orientalis
KAD0192	Dalbergia	bathiei	Baronii	NA	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	1	1	0	1	1	1	Dalbergia sp.
KAD0195	Dalbergia	orientalis	Monticola	NA	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	1	1	0	1	1	1	Dalbergia sp.
KAD0196	Dalbergia	notseen_sp.	incertae_sedis	NA	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	1	1	0	1	1	1	Dalbergia orientalis
KAD0197	Dalbergia	orientalis	Monticola	NA	NA	1	0	0	1	NA	NA	D2	1	0	NA	NA	1	1	0	1	1	1	Dalbergia sp.
KAD0199	Dalbergia	orientalis	Monticola	NA	NA	1	0	0	1	NA	NA	NA	1	0	NA	NA	1	1	0	1	1	1	Dalbergia sp.
KAD0200	Dalbergia	orientalis	Monticola	NA	Ravo	1	0	0	1	NA	NA	NA	1	0	NA	NA	1	1	0	1	1	1	Dalbergia sp.
KAD0209	Dalbergia	orientalis	Monticola	NA	NA	1	0	0	1	NA	NA	D2	1	0	NA	NA	1	1	0	1	1	1	Dalbergia sp.
KAD0210	Dalbergia	orientalis	Monticola	NA	NA	0	0	NA	NA	NA	NA	D2	1	0	NA	NA	1	1	0	1	1	1	Dalbergia sp.
KAD0212	Dalbergia	orientalis	Monticola	NA	NA	0	0	NA	1.1000000000000001	NA	NA	D2	1	0	NA	NA	NA	0	0	1	1	1	Dalbergia sp.
KAD0213	Dalbergia	orientalis	Monticola	NA	NA	0	0	NA	NA	NA	NA	D2	1	0	NA	NA	1	1	0	1	1	1	Dalbergia orientalis
KAD0214	Dalbergia	orientalis	Monticola	NA	NA	1	0	0	1	NA	NA	D2	1	0	NA	NA	0.5	1	0	1	1	1	Dalbergia sp.
KAD0217	Dalbergia	orientalis	Monticola	NA	NA	0	0	NA	NA	NA	NA	D2	1	0	NA	NA	NA	0	NA	NA	NA	NA	NA
KAD0218	Dalbergia	orientalis	Monticola	NA	NA	0	0	NA	NA	NA	NA	D2	1	0	NA	NA	1	1	NA	NA	NA	NA	NA
KAD0220	Dalbergia	orientalis	Monticola	NA	NA	0	0	NA	NA	NA	NA	D2	1	0	NA	NA	1	1	0	1	0	1	Dalbergia orientalis
KAD0222	Dalbergia	orientalis	Monticola	NA	NA	0	0	NA	NA	NA	NA	D2	1	0	NA	NA	NA	0	NA	NA	NA	NA	NA
KAD0225	Dalbergia	orientalis	Monticola	NA	NA	0	0	NA	NA	NA	NA	D2	1	0	NA	NA	1	1	0	1	1	1	Dalbergia DM_Sp06
