ID_Lab	Genus	Species	DGroup	data_UCE	data_wanatomy	data_NIRS_hw	data_NIRS_sw	data_NIRS_core_sw	data_NIRS_core_hw	data_NIRS_block_sw	data_NIRS_block_hw	data_massspec	silicagel_leaf	voucher_leaf	heartwood_souche_ETH	heartwood_tronc_ETH	heartwood_carotte_ETH	heartwood_ETH	Bloc_ESSA	Core_ESSA	Heartwood_ESSA	Sapwood_ESSA	Bio01_temp.annual	Bio02_temp.diurnal	Bio03_isothermality	Bio04_temp.seasonality	Bio05_temp.warmestM	Bio06_temp.coldestM	Bio07_temp.range	Bio08_temp.wettestQ	Bio09_temp.driestQ	Bio10_temp.warmestQ	Bio11_temp.coldestQ	Bio12_prec.annual	Bio13_prec.wettestM	Bio14_prec.driestM	Bio15_prec.seasonality	Bio16_prec.wettestQ	Bio17_prec.driestQ	Bio18_prec.warmestQ	Bio19_prec.coldestQ	elevation	geol	eco2017
AR0066	Dalbergia	madagascariensis_antongilensis	Baronii	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	NA	NA	NA	0	NA	NA	NA	NA	249	27	342	1798	288	209	78	270	236	272	223	2398.91546985498	316	87	38	903.915469854983	273	895	511.774295299896	1542.36207944208	9	Madagascar humid forests
AR0067	Dalbergia	normandii	Maritima	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	NA	NA	NA	0	NA	NA	NA	NA	249	27	342	1798	288	209	78	270	236	272	223	2398.91546985498	316	87	38	903.915469854983	273	895	511.774295299896	1542.36207944208	9	Madagascar humid forests
AR0068	Dalbergia	madagascariensis_antongilensis	Baronii	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	NA	NA	NA	0	NA	NA	NA	NA	249	27	342	1798	288	209	78	270	236	272	223	2398.91546985498	316	87	38	903.915469854983	273	895	511.774295299896	1542.36207944208	9	Madagascar humid forests
AR0069	Dalbergia	normandii	Maritima	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	NA	NA	NA	0	NA	NA	NA	NA	249	27	342	1798	288	209	78	270	236	272	223	2399.00114556836	316	87	38	904	273	895	511.778637290681	1507.78491183034	9	Madagascar humid forests
AR0070	Dalbergia	normandii	Maritima	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	NA	NA	NA	0	NA	NA	NA	NA	249	27	342	1798	288	209	78	270	236	272	223	2399.88056351321	316	87	38	904	273	895	511.880563513212	1333.24732455577	9	Madagascar humid forests
ASH0051	Diospyros	sp.	NA	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	NA	NA	NA	0	NA	NA	NA	NA	177	87	554	2113.55998373117	249	92	156	197	144.55998373117	198	142.55998373117	2047.56523081623	472.24518200974	7	104	1381.32004880649	26	1094.7709285223	37	148555.336728033	4	Madagascar subhumid forests
ASH0052	Diospyros	sp.	NA	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	NA	NA	NA	0	NA	NA	NA	NA	178.853157988905	88	557	2089.8531579889	251.695712520553	93	158	198.853157988905	147	199.853157988905	144.853157988905	1568.99415901944	391.17394087146	4	109	1119.68987153999	15	834.662772679624	22	145872.523088191	4	Madagascar subhumid forests
ASH0053	Diospyros	sphaerosepala	NA	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	NA	NA	NA	0	NA	NA	NA	NA	176	88	558	2072	249	91	157	196	145	197	143	2011.24562721282	478.884321407225	5	107	1391.93085550421	19	1085.23216759119	28	152588.182256661	4	Madagascar subhumid forests
ASH0054	Diospyros	sphaerosepala	NA	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	NA	NA	NA	0	NA	NA	NA	NA	178.722560754734	88	557	2089.86479182628	251	93	158	198.722560754734	147	199.722560754734	144.722560754734	1572.06349878511	391.412647418983	4	109	1121.73456165313	15	836.599353479416	22	146222.617255629	4	Madagascar subhumid forests
ASH0055	Diospyros	sphaerosepala	NA	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	NA	NA	NA	0	NA	NA	NA	NA	178	88	557	2089.74957155974	251	93	158	198	147	199	144	1575.94968928761	392.268314488453	4	109	1123.78705741717	15	838.663488750968	22	146735.403374437	4	Madagascar subhumid forests
ASH0056	Diospyros	haplostylis	NA	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	NA	NA	NA	0	NA	NA	NA	NA	180	88	556	2090	252	94	158	200	148	201	146	1630.79403146713	412.698507866783	4	110	1178.39701573357	15	872.397015733567	22	144626.048308257	4	Madagascar subhumid forests
ASH0057	Diospyros	labatiana	NA	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	NA	NA	NA	0	NA	NA	NA	NA	178	87	553	2117.49906465779	250	93	156.499064657791	198	145.499064657791	199	143.499064657791	2028.82432457246	468.321518545831	7	104	1369.32338923025	26	1084.82245388804	37	146947.824301431	4	Madagascar subhumid forests
ASH0058	Diospyros	sp.	NA	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	NA	NA	NA	0	NA	NA	NA	NA	181	88	556	2087	253	95	158	200	149	202	147	1524.10273827226	382.70091275742	4	110	1096.76098683227	14	818.401825514839	19	143667.294226461	4	Madagascar subhumid forests
ASH0059	Diospyros	myriophylla	NA	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	NA	NA	NA	0	NA	NA	NA	NA	182	88	556	2087	254	96	158	201	150	203	148	1507.96183564449	378.253793197432	4	109.890508292697	1083.96183564449	14	809.598550739752	19	143380.334149574	4	Madagascar subhumid forests
ASH0060	Diospyros	myriophylla	NA	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	NA	NA	NA	0	NA	NA	NA	NA	181.220326863524	88	556	2087	253.220326863524	95.2203268635242	158	200.220326863524	149.220326863524	202.220326863524	147.220326863524	1510.44171288443	379.245769160163	4	110	1086.44171288443	14	810.779673136476	19	143444.154708547	4	Madagascar subhumid forests
ATH0608	Dalbergia	trichocarpa	Chlorocarpa	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	NA	NA	NA	0	NA	NA	NA	NA	270	89.7070233828582	578	1644	341	186	155	279	245	288	241	1539.18989954117	444.907117788208	0	117	1161.90711778821	1	294.482876158314	3	6855.34496814439	7	Madagascar dry deciduous forests
ATH0757	Dalbergia	cf._bracteolata	Bracteolata	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	NA	NA	NA	0	NA	NA	NA	NA	260	86	601	1218	325	181	144	264	238	274	238	1688.19314339641	500.414108337524	1	118	1281.52086329438	3	284.707054168762	3	23233.1577316837	9	Madagascar dry deciduous forests
ATH0800	Rourea	orientalis	NA	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	NA	NA	NA	0	NA	NA	NA	NA	258	86	602	1213	323	179	143	262	236	272	236	1896.15282442462	569.209223920355	1	120	1455.31802851916	3	324.209223920355	3	25644.3078688165	9	Madagascar dry deciduous forests
ATH0877	Dalbergia	bracteolata	Bracteolata	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	NA	NA	NA	0	NA	NA	NA	NA	226	103	539	2647	311	120	192	251	190	252	182	641.929295102569	195	2	112	503.905144746983	6	285.929295102569	9	54498.5127193217	3	Madagascar succulent woodlands
ATH0897	Dalbergia	greveana	Greveana	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	NA	NA	NA	0	NA	NA	NA	NA	226	103	539	2647	311	120	192	251	190	252	182	641.929295102569	195	2	112	503.905144746983	6	285.929295102569	9	54498.5127193217	3	Madagascar succulent woodlands
ATH1233	Dalbergia	trichocarpa	Chlorocarpa	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	NA	NA	NA	0	NA	NA	NA	NA	257	77	592	1115.60407173399	313	184	129	262	236	268	236	1585.27146346274	476.395928266006	2	120	1236.87553519673	8	230.395928266006	8	11277.7725903188	9	Madagascar dry deciduous forests
ATH1430	Dalbergia	sp.	incertae_sedis	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	NA	NA	NA	0	NA	NA	NA	NA	261	36	521	1046.43279800316	291	221	70	267	249	272	244	1322.07351148362	377	8	119	1088.28717975192	27	322.506309486774	35	5611.03815297921	18	Madagascar dry deciduous forests
ATH1667	Dalbergia	hirticalyx	Mollis	NA	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	NA	0	NA	NA	NA	NA	192	96	549.999600116081	2447	267.233552221772	92	176	216	159	216	152	874.766847662148	265.000399883919	4	113	675.001312298121	12	653	16	105035.168434735	9	Madagascar subhumid forests
ATH1942	Dalbergia	purpurascens	Greveana	NA	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	NA	0	NA	NA	NA	NA	196	95	547	2450	271	97	174	220	163	220	156	799.459505758043	230	4	110	601.976956638386	12	578	16	104110.698630886	9	Madagascar subhumid forests
ATH2048	Dalbergia	sp.	incertae_sedis	NA	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	NA	0	NA	NA	NA	NA	192.140916544965	97	549	2450	268	92.1409165449654	176	216.140916544965	159.140916544965	216.140916544965	152.140916544965	875.693648418807	268	4	114	679.374581880229	12	658.680933461422	16	106050.467016743	9	Madagascar subhumid forests
ATH2137	Dalbergia	sp.	incertae_sedis	NA	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	NA	0	NA	NA	NA	NA	225	38	394	2135.11694231321	269.50892242929	171.50892242929	98	250.051909475668	204.50892242929	252	194.50892242929	2508.20528346862	332.49107757071	101	36	945.439168095042	324	892.439168095042	513	15531.9244171213	6	Madagascar humid forests
ATH2193	Dalbergia	monticola	Monticola	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	NA	NA	NA	0	NA	NA	NA	NA	209.496268859133	41	409	2148	255.496268859133	154.496268859133	100	235.496268859133	189.496268859133	236.496268859133	178.496268859133	1791.39651220726	240.550147832518	74.5501478325179	36	691.651141454767	237.503731140867	638.10099362225	358.597262481383	41026.6253866174	6	Madagascar humid forests
ATH2428	Dalbergia	delphinensis	Baronii	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	NA	NA	NA	0	NA	NA	NA	NA	216.624637967087	38	392	2116	261.090459652305	164.624637967087	96	242.090459652305	196.624637967087	244.090459652305	186.624637967087	2407.52629543638	315.375362032913	97	35	893.569804761217	311.375362032913	855.120696527883	506.835794147275	40230.1416640698	6	Madagascar humid forests
ATH2455	Dalbergia	razakamalalae	Maritima	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	NA	NA	NA	0	NA	NA	NA	NA	226.976224238198	37	388	2116.9762242382	270.415467451679	174.415467451679	96	252	206.976224238198	253.976224238198	196.415467451679	2190.09022825876	283.608308310124	86	35	805.717184212514	277.608308310124	787.156427425995	465.590101593899	26400.54431242	6	Madagascar humid forests
BEN0001	Dalbergia	aff._chapelieri_N	Chapelieri	H2, N7	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	NA	0	NA	NA	NA	NA	179	52	544.689280112833	1588.58638573984	223.310719887167	126.975837951151	96	196	170.975837951151	197.310719887167	155.310719887167	3186.93465835427	472.059216083341	124	38	1286.79444221631	400.035054034491	1212.50788437799	678.045946020133	122877.975348108	7	Madagascar subhumid forests
BEN0002	Dalbergia	aff._chapelieri_N	Chapelieri	H3	NA	0	0	NA	NA	NA	NA	NA	0	0	NA	NA	NA	0	NA	NA	NA	NA	179	52	544.689280112833	1588.58638573984	223.310719887167	126.975837951151	96	196	170.975837951151	197.310719887167	155.310719887167	3186.93465835427	472.059216083341	124	38	1286.79444221631	400.035054034491	1212.50788437799	678.045946020133	122877.975348108	7	Madagascar subhumid forests
BEN0003	Diospyros	randrianasoloi	NA	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	NA	NA	NA	0	NA	NA	NA	NA	215	51	520	1734.80451762108	260	161	99	233	206	235	188.03826246907	2975.84833310127	425	119	36	1160.54263165657	380.580894125638	1051.61458825328	659.580894125638	54845.0125675337	7	Madagascar subhumid forests
BEN0004	Diospyros	sp.	NA	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	NA	NA	NA	0	NA	NA	NA	NA	215	51	520	1734.80451762108	260	161	99	233	206	235	188.03826246907	2975.84833310127	425	119	36	1160.54263165657	380.580894125638	1051.61458825328	659.580894125638	54845.0125675337	7	Madagascar subhumid forests
BEN0005	Diospyros	sp.	NA	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	NA	NA	NA	0	NA	NA	NA	NA	215	51	520	1734.80451762108	260	161	99	233	206	235	188.03826246907	2975.84833310127	425	119	36	1160.54263165657	380.580894125638	1051.61458825328	659.580894125638	54845.0125675337	7	Madagascar subhumid forests
BEN0006	Diospyros	haplostylis	NA	NA	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	NA	0	NA	NA	NA	NA	215	51	520	1734.80451762108	260	161	99	233	206	235	188.03826246907	2975.84833310127	425	119	36	1160.54263165657	380.580894125638	1051.61458825328	659.580894125638	54845.0125675337	7	Madagascar subhumid forests
BEN0007	Diospyros	lokohensis	NA	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	NA	NA	NA	0	NA	NA	NA	NA	222	51	514	1768.26627419453	267	168	100	241	213	242	195	2911.27359289154	417	117	36	1131.29302451312	372	1035.98056837843	647.273592891544	43141.8549915819	7	Madagascar humid forests
BEN0008	Dalbergia	aff._occulta	Maritima	H2	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	NA	0	NA	NA	NA	NA	235.687683667622	51	504	1829.25668519958	281.15668342701	181	101	254.687683667622	226.687683667622	256.687683667622	208	2808.91616759075	406.84331657299	113	36	1101.31126581073	360.312316332378	1007.88026734269	620.155632905367	20044.6693163117	4	Madagascar humid forests
CCHJ3570	Dalbergia	notseen_sp.	incertae_sedis	NA	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	NA	0	NA	NA	NA	NA	258.147885040877	69	549	1571	310	184	125.550659829531	271	231	273	231	1042.92008869697	277	2	117	783.550659829531	8	522.550659829531	8	5610.91345022603	2	Madagascar dry deciduous forests
CCHJ3622	Dalbergia	notseen_sp.	incertae_sedis	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	NA	NA	NA	0	NA	NA	NA	NA	260	54	508	1674.772845141	302.772845141	195	107	275	232	277	232	801	251.227154859	2	132	673.227154859	6	400	6	1691.43757103288	18	Madagascar succulent woodlands
CR6504	Diospyros	platycalyx	NA	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	NA	NA	NA	0	NA	NA	NA	NA	259	65	534	1674	307	186	121	272	230	274	230	864.646421327628	248	2	127	699	6	424	6	5663.83759407906	18	Madagascar succulent woodlands
CR6505	Diospyros	aculeata	NA	NA	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	NA	0	NA	NA	NA	NA	259	65	534	1674	307	186	121	272	230	274	230	864.646421327628	248	2	127	699	6	424	6	5663.83759407906	18	Madagascar succulent woodlands
CR6506	Dalbergia	chlorocarpa	Chlorocarpa	H2	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	NA	0	NA	NA	NA	NA	259	65	534	1674	307	186	121	272	230	274	230	862.572590179834	248	2	127	698	6	423	6	5891.26472706139	18	Madagascar succulent woodlands
CR6507	Diospyros	tropophylla	NA	NA	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	NA	0	NA	NA	NA	NA	259	65	534	1675	308	186	121	272	230	274	230	862.555729439793	248	2	127	698	6	423	6	5899.94383228606	18	Madagascar succulent woodlands
CR6508	Dalbergia	aff._neoperrieri	Arenosa	H4	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	NA	0	NA	NA	NA	NA	259	65	534	1675	308	186	121	272	230	274	230	859.998289297186	247	2	127	697	6	421.434395691163	6	5766.238047182	18	Madagascar succulent woodlands
CR6509	Dalbergia	pervillei	Pervillei	H2prob, N8	NA	0	0	NA	NA	NA	NA	NA	0	0	NA	NA	NA	0	NA	NA	NA	NA	259	64	534	1673	307	187	120	272	230	274	230	859.458202053793	248	2	127	697	6	421.458202053793	6	5655.39384605315	18	Madagascar succulent woodlands
CR6510	Diospyros	sp.	NA	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	NA	NA	NA	0	NA	NA	NA	NA	258	64	533	1672	307	187	120	272	230	274	230	877.113848068379	251.113848068379	2	126	707.113848068379	6	431.113848068379	6	6188.60868615183	18	Madagascar succulent woodlands
CR6511	Diospyros	sp.	NA	NA	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	NA	0	NA	NA	NA	NA	258	64	533	1672	307	187	120	272	230	274	230	877.113848068379	251.113848068379	2	126	707.113848068379	6	431.113848068379	6	6188.60868615183	18	Madagascar succulent woodlands
CR6512	Dalbergia	aff._neoperrieri	Arenosa	H3	Atlas	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	NA	0	NA	NA	NA	NA	259	64	534	1671	307	187	120	272	230	274	230	857.405529022589	248	2	127	696	6	420	6	5453.38940166046	18	Madagascar succulent woodlands
CR6513	Dalbergia	bracteolata	Bracteolata	H2	Atlas	0	0	NA	NA	NA	NA	NA	1	0	NA	1	0	1	NA	NA	NA	NA	259	64	534	1671	307	187	120	272	230	274	230	854.229730436621	247	2	127	694	6	418	6	5223.17438393678	18	Madagascar succulent woodlands
CR6514	Dalbergia	lemurica	Chlorocarpa	H2	Ravo	0	0	NA	NA	NA	NA	NA	1	0	NA	1	2	1	NA	NA	NA	NA	259	64	534	1671.58879758199	307	187	120	272	230	274	230	854.760858582581	247	2	127	694.760858582581	6	418	6	5133.54900406967	18	Madagascar succulent woodlands
CR6515	Dalbergia	pervillei	Pervillei	H1	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	1	2	1	NA	NA	NA	NA	259	64	534	1673	307	187	120	272	230	274	230	863.30442453177	248	2	127	699	6	423.624639084252	6	5533.57026327861	18	Madagascar succulent woodlands
CR6516	Diospyros	sp.	NA	NA	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	1	2	1	NA	NA	NA	NA	259	64	534	1673	307	187	120	272	230	274	230	860	248	2	127	697	6	421.478963520533	6	5622.35059637984	18	Madagascar succulent woodlands
CR6517	Diospyros	sp.	NA	NA	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	0	1	1	NA	NA	NA	NA	259	65	534	1675.9598565502	308	186	121	272	230	274	230	859.415545191181	247	2	127	697	6	421.415545191181	6	5711.27325991726	18	Madagascar succulent woodlands
CR6518	Dalbergia	aff._neoperrieri	Arenosa	H4	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	1	2	1	NA	NA	NA	NA	258.368593716249	64	533.855854858663	1672	307	187	120	272	230	274	230	863	248.631406283751	2	126.368593716249	698.915852922766	6	423	6	5430.61620527137	18	Madagascar succulent woodlands
CR6519	Dalbergia	lemurica	Chlorocarpa	H4	Ravo	0	0	NA	NA	NA	NA	NA	1	0	NA	1	2	1	NA	NA	NA	NA	258	65	535	1678	307	186	122	272	229	274	229	869	250.94158783316	2	127	706.94158783316	6	426	6	6099.82689417009	18	Madagascar succulent woodlands
CR6666	Diospyros	sp.	NA	NA	NA	0	0	NA	NA	NA	NA	D1	1	0	NA	1	2	1	NA	NA	NA	NA	259	64	534	1671	307	187	120	272	230	274	230	854	247	2	127	694	6	418	6	5177.92767441631	18	Madagascar succulent woodlands
CR6667	Dalbergia	aff._neoperrieri	Arenosa	H1	NA	0	0	NA	NA	NA	NA	D1	1	0	NA	1	2	1	NA	NA	NA	NA	259	64	534	1671	307	187	120	272	230	274	230	854	247	2	127	694	6	418	6	5177.92767441631	18	Madagascar succulent woodlands
CR6668	Dalbergia	aff._neoperrieri	Arenosa	H1	NA	0	0	NA	NA	NA	NA	D1	1	0	NA	1	1	1	NA	NA	NA	NA	259	64	534	1671	307	187	120	272	230	274	230	854	247	2	127	694	6	418	6	5177.92767441631	18	Madagascar succulent woodlands
CR6669	Dalbergia	aff._neoperrieri	Arenosa	H1	NA	0	0	NA	NA	NA	NA	D1	1	0	NA	1	2	1	NA	NA	NA	NA	259	64	534	1671	307	187	120	272	230	274	230	854	247	2	127	694	6	418	6	5177.92767441631	18	Madagascar succulent woodlands
CR6670	Dalbergia	greveana	Greveana	NA	NA	0	0	NA	NA	NA	NA	D1	1	0	NA	1	0.5	1	NA	NA	NA	NA	259	64	533	1671.40085565423	307	187	120	272	230	274	230	860.59914434577	248.59914434577	2	127	697.711827633882	6	423	6	5214.11636607108	18	Madagascar succulent woodlands
CR6671	Dalbergia	greveana	Greveana	H1	NA	0	0	NA	NA	NA	NA	D1	1	0	NA	0	1	1	NA	NA	NA	NA	259	64	534	1672	307	187	120	272	230	274	230	855	247	2	127	694.269506689161	6	418.269506689161	6	5201.10934591354	18	Madagascar succulent woodlands
CR6672	Dalbergia	aff._neoperrieri	Arenosa	H1	NA	0	0	NA	NA	NA	NA	D1	1	0	NA	0	1	1	NA	NA	NA	NA	259	65	534	1674	308	186	121	272	230	274	230	858.39587792214	247	2	127	696.39587792214	6	421	6	5877.81331698235	18	Madagascar succulent woodlands
CR6673	Diospyros	sp.	NA	NA	NA	0	0	NA	NA	NA	NA	D1	1	0	NA	1	1	1	NA	NA	NA	NA	259	65	534	1675	308	186	121	272	230	274	230	858.377430710134	247	2	127	696.377430710134	6	421	6	5715.39341161842	18	Madagascar succulent woodlands
CR6674	Diospyros	sp.	NA	NA	NA	0	0	NA	NA	NA	NA	D1	1	0	NA	1	NA	1	NA	NA	NA	NA	259	65	534	1675	308	186	121	272	230	274	230	858.377430710134	247	2	127	696.377430710134	6	421	6	5715.39341161842	18	Madagascar succulent woodlands
CR6675	Dalbergia	lemurica	Chlorocarpa	H1	NA	0	0	NA	NA	NA	NA	D1	1	0	NA	1	2	1	NA	NA	NA	NA	259	65	534	1677	308	186	121	272	230	274	230	860.73540206148	248	2	127	698.73540206148	6	422	6	5544.00013949864	18	Madagascar succulent woodlands
CR6676	Dalbergia	lemurica	Chlorocarpa	H1	NA	0	0	NA	NA	NA	NA	D1	0	0	NA	NA	NA	0	NA	NA	NA	NA	259	65	534	1677	308	186	121	272	230	274	230	860.73540206148	248	2	127	698.73540206148	6	422	6	5544.00013949864	18	Madagascar succulent woodlands
CR6677	Cordyla	madagascariensis	NA	H1	NA	0	0	NA	NA	NA	NA	D1prob, D2	1	0	NA	1	0.5	1	NA	NA	NA	NA	258	64	533.221837462658	1672	307	187	120	272	230	274	230	864	249	2	126	699	6	424	6	5297.56228673419	18	Madagascar succulent woodlands
CR6678	Dalbergia	chermezonii	Mollis	M9	NA	0	0	NA	NA	NA	NA	D1	1	0	NA	NA	0.5	1	NA	NA	NA	NA	260	59	521	1674	305	191	114	274	231	276	231	837.575159813961	259.575159813961	2	132	702.575159813961	6	415.086284179146	6	2913.02733799192	18	Madagascar succulent woodlands
CR6679	Dalbergia	cf._purpurascens	Greveana	M6	NA	0	0	NA	NA	NA	NA	D1	1	0	NA	0	1	1	NA	NA	NA	NA	260	59	520.482235303956	1674	305	191	113.482235303956	274	231	276	231	851	263.952755411776	2	132	713.952755411776	6	422	6	3211.27010181007	18	Madagascar succulent woodlands
CR6680	Dalbergia	decaryi	Greveana	H2	NA	0	0	NA	NA	NA	NA	D1	1	0	NA	1	0	1	NA	NA	NA	NA	260	59	520	1674	305	191	113	274	231	276	231	851	263.977068399747	2	132	713.955423705404	6	422	6	3255.37530183707	18	Madagascar succulent woodlands
CR6681	Diospyros	sp.	NA	NA	NA	0	0	NA	NA	NA	NA	NA	0	1	NA	0	1	1	NA	NA	NA	NA	260	59	521	1674	305	191	114	274	231	276	231	851	263.950089693815	2	132	713.522846395956	6	421.977555967662	6	3192.34788245136	18	Madagascar succulent woodlands
CR6682	Dalbergia	aff._neoperrieri	Arenosa	H2	NA	0	0	NA	NA	NA	NA	D1	1	0	NA	1	0	1	NA	NA	NA	NA	260	59	521	1675	305	191	114	274	231	276	231	844.771072866457	262	2	132	708.771072866457	6	418	6	3285.61082413641	18	Madagascar succulent woodlands
CR6683	Diospyros	sp.	NA	NA	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	1	1	1	NA	NA	NA	NA	260	59	521	1675	305	191	114	274	231	276	231	844.771072866457	262	2	132	708.771072866457	6	418	6	3285.61082413641	18	Madagascar succulent woodlands
CR6684	Cedrelopsis	grevei	NA	NA	NA	0	0	NA	NA	NA	NA	D1prob	0	0	NA	NA	NA	0	NA	NA	NA	NA	260	59	521	1674	306	191	114	274	231	276	231	831.316498773483	257	2	131	696.316498773483	6	412	6	2444.99722844548	18	Madagascar succulent woodlands
CR6685	Cedrelopsis	grevei	NA	NA	NA	0	0	NA	NA	NA	NA	D1prob, D2	0	0	NA	NA	NA	0	NA	NA	NA	NA	260	60	521	1674	306	191	114	274	231	276	231	827.22652559119	255.14103476036	2	131	692.70809050983	6	410	6	2238.85327468376	18	Madagascar succulent woodlands
CR6686	Dalbergia	greveana	Greveana	H1	NA	0	0	NA	NA	NA	NA	D1	1	0	NA	1	1	1	NA	NA	NA	NA	259	62	531	1616	305	190	116	272	231	274	231	978.529477715519	313	1	133	831.467389805025	5	485.036307301097	5	4599.84987257666	18	Madagascar dry deciduous forests
CR6687	Diospyros	sp.	NA	NA	NA	0	0	NA	NA	NA	NA	D2	1	0	NA	1	0	1	NA	NA	NA	NA	259	62	531	1616	305	190	116	272	231	274	231	977.101545582766	312.074064966509	1	133	830.445098905397	5	484.074064966509	5	4530.66009218859	18	Madagascar dry deciduous forests
CR6688	Dalbergia	greveana	Greveana	prio_hw	NA	0	0	NA	NA	NA	NA	D1	1	0	NA	0	1	1	NA	NA	NA	NA	259	62	531	1617	305	189	116	272	231	274	231	990.984726219187	316.157960073998	1	133	841.336937651659	5	491.157960073998	5	5211.05667975567	18	Madagascar dry deciduous forests
CR6689	Diospyros	sp.	NA	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	NA	NA	NA	0	NA	NA	NA	NA	259	61	531	1616	305	190	115	273	232	275	232	965.425554087041	306.958112591863	2	133	817.751133433777	6	479.632533245127	6	3033.49475005918	18	Madagascar dry deciduous forests
CR6690	Dalbergia	greveana	Greveana	H1prob, H3	NA	0	0	NA	NA	NA	NA	D1	1	0	NA	0	0	0	NA	NA	NA	NA	259	62	532	1618	305	190	116	272	231	274	231	983.929395802092	314	1	133	835.276386558264	5	487.276386558265	5	5095.82193749676	18	Madagascar dry deciduous forests
CR6691	Diospyros	sp.	NA	NA	NA	0	0	NA	NA	NA	NA	NA	0	1	NA	NA	NA	0	NA	NA	NA	NA	259	62	532	1618	305	190	116	272	231	274	231	983.929395802092	314	1	133	835.276386558264	5	487.276386558265	5	5095.82193749676	18	Madagascar dry deciduous forests
CR6692	Dalbergia	greveana	Greveana	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	NA	NA	NA	0	NA	NA	NA	NA	259	62	532	1618	305	189.701197237552	116	272	231	274	231	984.502377428664	314.203574666216	1	133	835.980103914246	5	487.980103914246	5	5035.65394528289	18	Madagascar dry deciduous forests
CR6693	Neobeguea	mahafaliensis	NA	NA	NA	0	0	NA	NA	NA	NA	D1prob, D2	2	0	NA	1	0	1	NA	NA	NA	NA	259	62	532	1618	305	189.701197237552	116	272	231	274	231	984.502377428664	314.203574666216	1	133	835.980103914246	5	487.980103914246	5	5035.65394528289	18	Madagascar dry deciduous forests
CR6694	Tetrapterocarpon	geayi	NA	H2	NA	0	0	NA	NA	NA	NA	D1prob	1	0	NA	1	1	1	NA	NA	NA	NA	259	62	531	1617	305	190	116	272	231	274	231	982.642459610869	314	1	133	834.642459610869	5	487.086334280397	5	4844.28136136678	18	Madagascar dry deciduous forests
CR6695	Dalbergia	greveana	Greveana	H1	NA	0	0	NA	NA	NA	NA	D1	2	0	NA	1	1	1	NA	NA	NA	NA	259	62	532	1621	305	189	117	272	231	274	231	1000.75848827092	319.711818047398	1	134	849.758488270916	5	496.690942532569	5	4906.68160079086	18	Madagascar dry deciduous forests
