ID_Lab	Genus	Species	DGroup	data_UCE	data_wanatomy	data_NIRS_hw	data_NIRS_sw	data_NIRS_core_sw	data_NIRS_core_hw	data_NIRS_block_sw	data_NIRS_block_hw	data_massspec	silicagel_leaf	voucher_leaf	heartwood_souche_ETH	heartwood_tronc_ETH	heartwood_carotte_ETH	heartwood_ETH	Bloc_ESSA	Core_ESSA	Heartwood_ESSA	Sapwood_ESSA	Bio01_temp.annual	Bio02_temp.diurnal	Bio03_isothermality	Bio04_temp.seasonality	Bio05_temp.warmestM	Bio06_temp.coldestM	Bio07_temp.range	Bio08_temp.wettestQ	Bio09_temp.driestQ	Bio10_temp.warmestQ	Bio11_temp.coldestQ	Bio12_prec.annual	Bio13_prec.wettestM	Bio14_prec.driestM	Bio15_prec.seasonality	Bio16_prec.wettestQ	Bio17_prec.driestQ	Bio18_prec.warmestQ	Bio19_prec.coldestQ	elevation	geol	eco2017
ALH1156	Dalbergia	baronii	Baronii	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	245	29	341	2012	287	201	86	268	232	270	216	3172.53528859013	425.26222851516	98	43	1247.76294257946	302	1171.76294257946	625	933.28364086299	18	Madagascar humid forests
ALR2400	Dalbergia	monticola	Monticola	NA	NA	1	1	1	1	NA	NA	D2	1	0	NA	NA	1	1	0	1	1	1	185	72	515	2467	248.178313002083	108.178313002083	140	214	162.178313002083	214	148	1839.85677049998	323	41.3450278340218	70	958.883209946803	138	958.883209946803	182	92933.2685729566	4	Madagascar humid forests
ALR2401	Diospyros	sp.	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	0	1	0	1	185	72	515	2467	248.178313002083	108.178313002083	140	214	162.178313002083	214	148	1839.85677049998	323	41.3450278340218	70	958.883209946803	138	958.883209946803	182	92933.2685729566	4	Madagascar humid forests
ALR2402	Dalbergia	monticola	Monticola	NA	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	NA	0	NA	NA	NA	NA	185	72	515	2467.13965104661	249	109	140	214	163	214	148	1839.02901721418	323	41.3597523347475	70	958.359752334748	138	958.359752334748	182	92800.2077542825	4	Madagascar humid forests
ALR2403	Dalbergia	aff._chapelieri_NE	Chapelieri	NA	NA	0	0	NA	NA	NA	NA	D2	1	0	NA	NA	1	1	0	1	1	1	185	72	515	2466.20161592609	248	108	140	214	162	214	148	1843.51008227918	323	42	70	960.154233176548	138	960.154233176548	182	93218.7979422219	4	Madagascar humid forests
ALR2404	Dalbergia	monticola	Monticola	NA	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	NA	0	NA	NA	NA	NA	184	72	516	2463.14465377941	247.557585927021	107.557585927021	140	213	161.557585927021	213	147	1854.84649652948	324	42	70	964.587067852388	139	964.587067852388	182	93577.7332946764	4	Madagascar humid forests
ALR2405	Dalbergia	monticola	Monticola	NA	NA	1	1	1	1	NA	NA	D2	1	0	NA	NA	1	1	0	1	1	1	184	72	516	2463.14465377941	247.557585927021	107.557585927021	140	213	161.557585927021	213	147	1854.84649652948	324	42	70	964.587067852388	139	964.587067852388	182	93577.7332946764	4	Madagascar humid forests
ALR2406	Dalbergia	monticola	Monticola	NA	NA	1	1	1	1	NA	NA	D2	1	0	NA	NA	1	1	0	1	1	1	183	72	517	2461.13526426621	247	107	140	212	161	212	146	1858.55251435164	325	42	70	966.345315310142	138.171231653852	966.345315310142	182	95422.2416492633	4	Madagascar humid forests
ALR2407	Dalbergia	aff._chapelieri_S	Chapelieri	NA	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	NA	0	NA	NA	NA	NA	200	72	508	2512.65678299202	264	122	141	229	177	229	162	1472.00448099261	276.230248205981	33	70	794.347527609965	109.887031198003	794.347527609965	157.196456970684	66511.4159808781	4	Madagascar humid forests
ALR2408	Dalbergia	aff._chapelieri_S	Chapelieri	N9	NA	1	1	1	1	NA	NA	D2	1	0	NA	NA	0	0	0	1	1	1	185	72	515	2466.20161592609	248	108	140	214	162	214	148	1843.51008227918	323	42	70	960.154233176548	138	960.154233176548	182	93218.7979422219	4	Madagascar humid forests
ALR2410	Dalbergia	orientalis	Monticola	NA	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	NA	0	NA	NA	NA	NA	195	72	510	2500.01924806098	259	118.019248060979	141	224	173	224	157.019248060979	1663.98679217962	300.993458281415	37	69	878.999875616787	124.012706342394	878.999875616787	173	74268.3267989264	4	Madagascar humid forests
ALR2411	Dalbergia	orientalis	Monticola	NA	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	NA	0	NA	NA	NA	NA	195	72	510	2500.01924806098	259	118.019248060979	141	224	173	224	157.019248060979	1663.98679217962	300.993458281415	37	69	878.999875616787	124.012706342394	878.999875616787	173	74268.3267989264	4	Madagascar humid forests
ALR2412	Dalbergia	orientalis	Monticola	NA	NA	1	1	1	1	NA	NA	NA	1	0	NA	NA	0	0	0	1	1	1	200	72	508	2513.46471710168	264	123	142	229	178	229	162	1542.92497496617	283.065097235267	34.5352828983219	69	821.7360431655	115	821.7360431655	162	66187.5029635729	4	Madagascar humid forests
ALR2415	Dalbergia	cloiselii	Baronii	N9	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	0	0	0	1	0	1	206	70	502	2517	270	129	140	235	183	235	168	1736.1102296659	294	43.0203548341563	65	871.110229665898	145.020354834156	871.110229665898	192	60397.1868422428	7	Madagascar humid forests
ALR2420	Dalbergia	aff._chapelieri_Manombo	Chapelieri	NA	NA	1	1	1	1	NA	NA	D2	1	0	NA	NA	0	0	0	1	1	1	238	36	381	2131.98934687273	282	186	96	262	217	265	208	2172.12871518265	312	66	44	904.128715182651	220	846.128715182651	327	821.23687146424	9	Madagascar humid forests
ALR2421	Dalbergia	baronii	Baronii	NA	NA	0	1	1	0	NA	NA	D2	1	0	NA	NA	0.5	1	0	1	0	1	238	37	383	2138	282	186	96	262	217	265	208	2136.28884573449	307.521088037741	64	44	893.268392979737	214.767757696748	836.521088037741	320	1151.51750238016	9	Madagascar humid forests
ALR2422	Dalbergia	baronii	Baronii	NA	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	NA	0	NA	NA	NA	NA	238	37	383	2138	282	186	96	262	217	265	208	2136.28884573449	307.521088037741	64	44	893.268392979737	214.767757696748	836.521088037741	320	1151.51750238016	9	Madagascar humid forests
ALR2424	Dalbergia	razakamalalae	Maritima	NA	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	NA	0	NA	NA	NA	NA	237	36	379	2124.58362632557	280	185	95	260	215	263	207	2405.49798122471	348.748990612353	70	45	1015.74899061235	235.888530012885	950.748990612353	361	2628.62730361358	7	Madagascar humid forests
ALR2426	Dalbergia	aff._chapelieri_coriaceous_large	Chapelieri	N10	NA	0	1	1	0	NA	NA	NA	1	1	NA	NA	0	0	0	1	0	1	236	36	381	2130	280	185	96	260	215	263	206	2385.09240518476	346	69	45	1008.06667773819	233	943.549536394642	357	4922.27164687432	7	Madagascar humid forests
ALR2430	Dalbergia	aff._chapelieri_coriaceous_large	Chapelieri	NA	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	NA	0	NA	NA	NA	NA	238	35	372	2110.67805102252	281	187	94	261	216	264	208	2423.3388701389	349.804835033234	72	44	1013.07185258607	244	941.804835033234	370	2400.06167746775	9	Madagascar humid forests
ALR2431	Dalbergia	aff._chapelieri_coriaceous_large	Chapelieri	NA	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	0	0	0	1	0	1	238	35	372	2110.67805102252	281	187	94	261	216	264	208	2423.3388701389	349.804835033234	72	44	1013.07185258607	244	941.804835033234	370	2400.06167746775	9	Madagascar humid forests
ALR2432	Dalbergia	aff._chapelieri_Manombo	Chapelieri	N9	NA	0	1	1	0	NA	NA	NA	1	0	NA	NA	0	0	0	1	0	1	238	35	370	2107	281	187	93	261	217	264	208	2372.60816794272	342	71	44	990.518497756171	240	920.089670186551	363	2109.54008200069	9	Madagascar humid forests
ALR2434	Dalbergia	notseen_normandii	Maritima	NA	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	NA	0	NA	NA	NA	NA	242	29	357	1816.807543093	282	201	81	263	229	265	216	2781.01651786442	361.633578477489	102.744883320357	37	1025.87468045472	321.744883320357	1003.50825893221	604.826035384492	9422.68187362177	7	Madagascar humid forests
ALR2435	Dalbergia	normandii	Maritima	NA	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	NA	0	NA	NA	NA	NA	242	29	357	1816	282	201	81	263	229	265	216	2807.39182427103	365.010536662893	103.18845778775	37	1036.5964149102	324.18845778775	1015.20953111354	610.010536662893	10614.4794329735	7	Madagascar humid forests
ALR2437	Dalbergia	normandii	Maritima	NA	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	NA	0	NA	NA	NA	NA	240	29	359.631939189047	1812.85946615353	280	199	81	262	227	263	214	2852.90008841534	374.293259094811	104	37	1058.72705203609	327.293259094811	1050.35899122514	615.433792941284	10433.3237591068	7	Madagascar humid forests
ALR2438	Dalbergia	viguieri	Baronii	NA	NA	1	1	1	1	NA	NA	D2	1	0	NA	NA	1	1	0	1	1	1	250	49	543.971188621011	1282	291	201	90	261	235	262	229	1190.30545439848	235	27	75	661.667132888734	93.8335664443672	440.667132888734	116	12822.5034801482	7	Madagascar dry deciduous forests
ALR2439	Dalbergia	pseudobaronii	Humbertii	N9	Ravo	1	0	0	1	NA	NA	D2	1	0	NA	NA	1	1	0	1	1	1	256	42	522	1327	292	211	81	268	240	269	235	1159.28779327607	218	32	69	625.173508323605	109	508.019829390516	134.173508323605	3655.74471548438	7	Madagascar dry deciduous forests
ALR2440	Dalbergia	pseudobaronii	Humbertii	NA	Ravo	1	0	0	1	NA	NA	D2	1	0	NA	NA	1	1	0	1	1	1	256	42	522	1327	292	211	81	268	240	269	235	1159.28779327607	218	32	69	625.173508323605	109	508.019829390516	134.173508323605	3655.74471548438	7	Madagascar dry deciduous forests
ALR2441	Dalbergia	bracteolata	Bracteolata	NA	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	NA	0	NA	NA	NA	NA	249	49	544	1279	291	200	90	261	235	262	229	1230.71769217817	240.721420160836	28	74	677.007811477046	97.7214201608362	460.274851856494	121	13377.9221936187	7	Madagascar dry deciduous forests
ALR2442	Dalbergia	abrahamii	Chlorocarpa	N10	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	NA	0	NA	NA	NA	NA	247	49	545	1270.52673732495	289	198	90	259	233	260	227	1323.1014302642	253.473262675045	30.6196711904098	72	716.76915401793	106.61967119041	502.622745502566	132.61967119041	19808.2576173496	7	Madagascar dry deciduous forests
ALR2443	Dalbergia	urschii	Chlorocarpa	N10	Ravo	1	0	0	1	NA	NA	D2	0	1	NA	NA	1	1	0	1	1	1	247	49	545	1270.52673732495	289	198	90	259	233	260	227	1323.1014302642	253.473262675045	30.6196711904098	72	716.76915401793	106.61967119041	502.622745502566	132.61967119041	19808.2576173496	7	Madagascar dry deciduous forests
ALR2444	Dalbergia	humbertii	Humbertii	NA	NA	1	1	1	1	NA	NA	D2	1	0	NA	NA	1	1	0	1	1	1	241.331343035641	49	549	1252.33134303564	283.33134303564	193.331343035641	90	252.33134303564	227.331343035641	253.331343035641	221.331343035641	1490.28327681274	275.668656964359	35	71	792.945962884021	122.668656964359	576.277305919662	152.66865696436	28178.1264665067	7	Madagascar dry deciduous forests
ALR2445	Dalbergia	purpurascens	Greveana	NA	NA	1	1	1	1	NA	NA	D2	1	0	NA	NA	1	1	0	1	1	1	241	49	549	1250.43369107254	283	193	90	252	227	253	221	1504.84180794399	278.566308927458	35	71	800.709190089075	123	582.132617854917	153.566308927458	28621.8289553844	7	Madagascar dry deciduous forests
ALR2446	Dalbergia	pseudobaronii	Humbertii	NA	Ravo	0	1	1	0	NA	NA	D2	1	0	NA	NA	1	1	0	1	0	1	241	49	549	1250.43369107254	283	193	90	252	227	253	221	1504.84180794399	278.566308927458	35	71	800.709190089075	123	582.132617854917	153.566308927458	28621.8289553844	7	Madagascar dry deciduous forests
ALR2447	Dalbergia	pseudobaronii	Humbertii	NA	NA	0	1	1	0	NA	NA	D2	1	0	NA	NA	1	1	0	1	0	1	248	49	548	1240.11663671861	289	199	90	257	233	259	227	1188.53017195324	252	23	82	706.246053539352	79	454.400755132498	97	19038.3222544101	7	Madagascar dry deciduous forests
ALR2448	Dalbergia	pseudobaronii	Humbertii	NA	NA	0	0	NA	NA	NA	NA	D2	1	0	NA	NA	0.5	1	0	1	0	1	246	49	549	1236.55571526994	287	197	90	255	231	258	226	1193.34327883411	254	23	83	712.446273871162	78.0019891411013	454.895015821844	97	20699.6049310963	7	Madagascar dry deciduous forests
