SpecimenID	ID_Lab	Genus	Species	DM_SP	DGroup	data_UCE	data_wanatomy	data_NIRS_hw	data_NIRS_sw	data_NIRS_core_sw	data_NIRS_core_hw	data_NIRS_block_sw	data_NIRS_block_hw	data_massspec	silicagel_leaf	voucher_leaf	heartwood_souche_ETH	heartwood_tronc_ETH	heartwood_carotte_ETH	heartwood_ETH	Bloc_ESSA	Core_ESSA	Heartwood_ESSA	Sapwood_ESSA	Bio01_temp.annual	Bio02_temp.diurnal	Bio03_isothermality	Bio04_temp.seasonality	Bio05_temp.warmestM	Bio06_temp.coldestM	Bio07_temp.range	Bio08_temp.wettestQ	Bio09_temp.driestQ	Bio10_temp.warmestQ	Bio11_temp.coldestQ	Bio12_prec.annual	Bio13_prec.wettestM	Bio14_prec.driestM	Bio15_prec.seasonality	Bio16_prec.wettestQ	Bio17_prec.driestQ	Bio18_prec.warmestQ	Bio19_prec.coldestQ	elevation	geol	eco2017	imputed
101138490	CR7475	Dalbergia	trichocarpa	NA	Chlorocarpa	N7	NA	0	0	NA	NA	NA	NA	NA	1	1	NA	NA	NA	0	NA	NA	NA	NA	241	33	366	2091	285	193	91	264	230	267	211	2918	424	103	42	1238	313	1146	580	1744	18	Madagascar humid forests	FALSE
101138491	CR7476	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	1	1	NA	NA	NA	0	NA	NA	NA	NA	241	34	368	2102	285	193	92	264	230	267	211	2878	419	101	42	1223	309	1130	573	966	18	Madagascar humid forests	FALSE
101138492	CR7477	Dalbergia	trichocarpa	NA	Chlorocarpa	NA	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	1	1	0	1	1	1	241	34	369	2100	285	193	92	264	230	267	210	2924	425	103	42	1242	314	1148	581	967	18	Madagascar humid forests	FALSE
101138494	CR7478	Dalbergia	maritima_maritima	NA	Maritima	NA	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	1	1	0	1	1	1	241	34	369	2100	285	193	92	264	230	267	210	2924	425	103	42	1242	314	1148	581	967	18	Madagascar humid forests	FALSE
101138495	CR7479	Dalbergia	maritima_maritima	NA	Maritima	NA	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	1	1	0	1	1	1	241	34	369	2100	285	193	92	264	230	267	210	2926	426	103	42	1244	314	1150	582	1100	18	Madagascar humid forests	FALSE
101138497	CR7480	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	0.5	1	0	1	1	1	241	34	369	2100	285	193	92	264	230	267	210	2924	425	103	42	1242	314	1148	581	967	18	Madagascar humid forests	FALSE
101138498	CR7481	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	1	1	0	1	1	1	241	34	369	2100	285	193	92	264	230	267	210	2924	425	103	42	1242	314	1148	581	967	18	Madagascar humid forests	FALSE
101138499	CR7482	Dalbergia	maritima_maritima	NA	Maritima	N7	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	NA	0	NA	NA	NA	NA	241	34	368	2102	285	193	92	264	230	267	211	2879	419	101	42	1224	309	1131	573	1034	18	Madagascar humid forests	FALSE
101138502	CR7483	Dalbergia	louvelii	NA	Maritima	N7	NA	0	0	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0	NA	NA	NA	NA	241	35	373	2111	285	192	93	264	230	267	210	2755	401	99	43	1174	299	1098	537	1033	18	Madagascar humid forests	FALSE
101171402	CR7484	Dalbergia	monticola	NA	Monticola	NA	NA	1	1	1	1	NA	NA	D2	1	0	NA	NA	0	0	0	1	1	1	177	73	520	2445	241	101	140	206	155	206	141	1728	315	38	72	925	126	925	166	113671	4	Madagascar humid forests	FALSE
101171404	CR7485	Dalbergia	monticola	NA	Monticola	NA	NA	1	1	1	1	NA	NA	D2	1	0	NA	NA	0	0	0	1	1	1	177	73	520	2445	241	101	140	206	155	206	141	1728	315	38	72	925	126	925	166	113671	4	Madagascar humid forests	FALSE
101171617	CR7487	Dalbergia	monticola	NA	Monticola	NA	NA	1	1	1	1	NA	NA	D2	1	0	NA	NA	0	0	0	1	1	1	177	73	520	2446	241	101	140	206	155	206	141	1723	314	38	72	923	125	923	165	112789	4	Madagascar humid forests	FALSE
101171618	CR7488	Dalbergia	monticola	NA	Monticola	NA	NA	1	1	1	1	NA	NA	D2	1	0	NA	NA	0	0	0	1	1	1	177	73	520	2446	241	101	140	206	155	206	141	1723	314	38	72	923	125	923	165	112789	4	Madagascar humid forests	FALSE
101171621	CR7489	Dalbergia	monticola	NA	Monticola	NA	NA	1	1	1	1	NA	NA	D2	1	0	NA	NA	NA	0	NA	NA	NA	NA	177	73	520	2446	241	101	140	206	155	206	141	1723	314	38	72	923	125	923	165	112789	4	Madagascar humid forests	FALSE
101171622	CR7490	Dalbergia	monticola	NA	Monticola	NA	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	0	0	0	1	1	1	177	73	520	2444	241	101	140	206	155	206	141	1749	318	38	72	935	127	935	168	116322	4	Madagascar humid forests	FALSE
101171624	CR7491	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	NA	0	NA	NA	NA	NA	177	73	520	2444	241	101	140	206	155	206	141	1741	317	38	72	933	127	933	167	116303	4	Madagascar humid forests	FALSE
101171629	CR7492	Dalbergia	monticola	NA	Monticola	NA	NA	1	1	1	1	NA	NA	D2	1	0	NA	NA	0	0	0	1	0	1	177	73	520	2446	241	101	140	206	155	206	141	1723	314	38	72	923	125	923	165	112789	4	Madagascar humid forests	FALSE
101171777	CR7493	Dalbergia	monticola	NA	Monticola	NA	NA	1	1	1	1	NA	NA	D2	1	0	NA	NA	0	0	0	1	1	1	177	73	520	2444	240	100	140	206	155	206	140	1712	313	38	72	920	124	920	165	113700	4	Madagascar humid forests	FALSE
101171778	CR7494	Dalbergia	monticola	NA	Monticola	NA	NA	1	1	1	1	NA	NA	NA	1	0	NA	NA	0	0	0	1	0	1	177	73	520	2444	240	100	140	206	155	206	140	1712	313	38	72	920	124	920	165	113700	4	Madagascar humid forests	FALSE
101171779	CR7495	Dalbergia	monticola	NA	Monticola	NA	NA	0	0	NA	NA	NA	NA	D2	0	0	NA	NA	0	0	0	1	1	1	177	73	520	2444	240	100	140	206	155	206	140	1712	313	38	72	920	124	920	165	113700	4	Madagascar humid forests	FALSE
101172394	CR7496	Dalbergia	monticola	NA	Monticola	NA	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	NA	0	0	1	1	1	177	73	520	2444	240	100	140	206	155	206	140	1712	313	38	72	920	124	920	165	113700	4	Madagascar humid forests	FALSE
101172395	CR7497	Dalbergia	monticola	NA	Monticola	NA	NA	1	1	1	1	NA	NA	D2	1	0	NA	NA	0	0	0	1	0	1	176	73	520	2443	240	100	140	205	154	205	140	1727	315	38	72	926	125	926	166	116878	4	Madagascar humid forests	FALSE
101172397	CR7499	Dalbergia	monticola	NA	Monticola	NA	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	0.5	1	0	1	0	1	176	73	520	2443	240	100	140	205	154	205	140	1727	315	38	72	926	125	926	166	116878	4	Madagascar humid forests	FALSE
101172399	CR7500	Dalbergia	aff._chapelieri_Mahabo	DM_SP31	Chapelieri	NA	NA	0	1	1	0	NA	NA	NA	1	0	NA	NA	0	0	0	1	0	1	238	36	375	2118	282	187	95	262	217	265	209	2237	320	69	43	926	230	862	341	922	18	Madagascar humid forests	FALSE
101172401	CR7501	Dalbergia	aff._chapelieri_Mahabo	DM_SP31	Chapelieri	NA	NA	1	1	1	1	NA	NA	NA	1	0	NA	NA	0	0	0	1	1	1	238	36	375	2118	282	187	95	262	217	265	209	2237	320	69	43	926	230	862	341	922	18	Madagascar humid forests	FALSE
101172403	CR7502	Dalbergia	aff._chapelieri_Mahabo	DM_SP31	Chapelieri	NA	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	1	1	0	1	0	1	238	36	375	2117	282	187	95	262	217	265	209	2245	322	69	43	930	231	865	343	833	18	Madagascar humid forests	FALSE
101172407	CR7503	Dalbergia	aff._chapelieri_Mahabo	NA	Chapelieri	NA	NA	1	1	1	1	NA	NA	NA	1	1	NA	NA	NA	0	NA	NA	NA	NA	238	36	375	2117	282	187	95	262	217	265	209	2245	322	69	43	930	231	865	343	833	18	Madagascar humid forests	FALSE
101172410	CR7504	Dalbergia	aff._chapelieri_Mahabo	DM_SP31	Chapelieri	NA	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	0	0	0	1	0	1	238	36	375	2118	282	187	95	262	217	265	208	2236	320	69	43	926	230	862	341	922	18	Madagascar humid forests	FALSE
101172417	CR7505	Dalbergia	aff._chapelieri_coriaceous_large	DM_SP31	Chapelieri	NA	NA	0	1	1	0	NA	NA	NA	1	0	NA	NA	NA	0	NA	NA	NA	NA	238	36	376	2120	282	187	95	262	217	265	208	2230	319	69	43	923	230	860	340	1071	18	Madagascar humid forests	FALSE
101172734	CR7514	Dalbergia	orientalis	NA	Monticola	NA	NA	0	0	NA	NA	NA	NA	NA	1	1	NA	NA	0	0	0	1	0	1	237	36	377	2122	281	186	95	261	216	264	207	2455	355	71	45	1033	242	964	371	4212	9	Madagascar humid forests	FALSE
101172744	CR7515	Dalbergia	notseen_cloiselii	NA	Baronii	NA	NA	0	1	1	0	NA	NA	NA	1	0	NA	NA	NA	0	NA	NA	NA	NA	237	36	377	2122	281	186	95	261	216	264	207	2455	355	71	45	1033	242	964	371	4212	9	Madagascar humid forests	FALSE
101172767	CR7516	Dalbergia	baronii	NA	Baronii	NA	NA	1	1	1	1	NA	NA	D2	1	0	NA	NA	NA	0	NA	NA	NA	NA	236	36	378	2124	280	185	95	260	215	263	207	2457	356	72	45	1034	242	965	370	2276	7	Madagascar humid forests	FALSE
101173091	CR7517	Dalbergia	orientalis	NA	Monticola	NA	NA	0	0	NA	NA	NA	NA	D2	1	0	NA	NA	0	0	0	1	0	1	236	36	379	2124	280	185	95	260	215	263	206	2459	356	72	45	1035	243	966	371	3767	7	Madagascar humid forests	FALSE
101173092	CR7518	Dalbergia	aff._chapelieri_coriaceous_large	DM_SP39	Chapelieri	N10	NA	0	0	NA	NA	NA	NA	NA	1	1	NA	NA	0	0	0	1	1	1	236	36	379	2124	280	185	95	260	215	263	206	2459	356	72	45	1035	243	966	371	3767	7	Madagascar humid forests	FALSE
101173093	CR7519	Dalbergia	baronii	NA	Baronii	NA	NA	0	1	1	0	NA	NA	D2	1	0	NA	NA	0	0	0	1	0	1	236	37	382	2134	280	184	96	260	215	263	206	2398	347	70	45	1011	235	948	359	4154	7	Madagascar humid forests	FALSE
101173094	CR7520	Dalbergia	cloiselii	DM_SP12	Baronii	N9	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	0	0	NA	NA	NA	NA	236	36	377	2121	280	185	95	260	215	263	206	2465	357	72	45	1036	244	967	373	4412	7	Madagascar humid forests	FALSE
101173095	CR7521	Dalbergia	aff._chapelieri_coriaceous_large	DM_SP39	Chapelieri	N10	NA	0	1	1	0	NA	NA	NA	1	0	NA	NA	NA	0	NA	NA	NA	NA	236	36	378	2121	280	185	95	260	215	263	206	2465	357	72	45	1036	244	967	373	3767	7	Madagascar humid forests	FALSE
101173096	CR7522	Dalbergia	razakamalalae	DM_SP06	Maritima	NA	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	0.5	1	0	1	0	1	236	36	378	2121	280	185	95	260	215	263	206	2465	357	72	45	1036	244	967	373	3767	7	Madagascar humid forests	FALSE
101173097	CR7523	Dalbergia	razakamalalae	DM_SP06	Maritima	NA	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	0	0	NA	NA	NA	NA	236	36	378	2121	280	185	95	260	215	263	206	2465	357	72	45	1036	244	967	373	3767	7	Madagascar humid forests	FALSE
101173098	CR7524	Dalbergia	notseen_cloiselii	NA	Baronii	NA	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	1	1	0	1	0	1	236	36	378	2122	280	185	95	260	215	263	206	2466	357	72	45	1036	244	967	372	2622	7	Madagascar humid forests	FALSE
101174666	CR7525	Dalbergia	aff._chapelieri_coriaceous_large	DM_SP40	Chapelieri	N9	NA	0	1	1	0	NA	NA	D2	0	0	NA	NA	0	0	0	1	0	1	236	36	378	2122	280	185	95	260	215	263	206	2466	357	72	45	1036	244	967	372	2622	7	Madagascar humid forests	FALSE
101174667	CR7526	Dalbergia	notseen_cloiselii	NA	Baronii	NA	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	1	1	0	1	1	1	236	36	377	2119	280	185	95	260	215	263	207	2471	357	72	45	1038	245	969	374	4328	7	Madagascar humid forests	FALSE
101174668	CR7527	Dalbergia	aff._chapelieri_Manombo	DM_SP31	Chapelieri	NA	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	1	1	0	1	1	1	236	36	377	2120	280	185	95	260	215	263	207	2470	357	72	45	1038	244	968	374	5094	9	Madagascar humid forests	FALSE
101174669	CR7528	Dalbergia	razakamalalae	DM_SP06	Maritima	N10	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	1	1	0	1	1	1	236	36	377	2120	280	185	95	260	215	263	207	2470	357	72	45	1038	244	968	374	5094	9	Madagascar humid forests	FALSE
101171246	CR7531	Dalbergia	orientalis	NA	Monticola	NA	NA	0	0	NA	NA	NA	NA	D2	1	0	NA	NA	1	1	0	1	1	1	192	52	454	2269	244	130	114	219	172	221	160	2185	334	73	49	950	224	903	351	75933	6	Madagascar subhumid forests	FALSE
101174670	CR7532	Dalbergia	orientalis	NA	Monticola	NA	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	1	1	0	1	1	1	192	52	454	2269	244	130	114	219	172	221	160	2185	334	73	49	950	224	903	351	75933	6	Madagascar subhumid forests	FALSE
101174957	CR7537	Dalbergia	orientalis	NA	Monticola	NA	NA	0	0	NA	NA	NA	NA	D2	1	0	NA	NA	1	1	0	1	1	1	190	52	454	2267	242	128	114	217	170	219	157	2197	336	73	50	955	225	909	352	83510	6	Madagascar subhumid forests	FALSE
101174981	CR7547	Dalbergia	orientalis	NA	Monticola	NA	NA	0	0	NA	NA	NA	NA	D2	1	0	NA	NA	1	1	0	1	1	1	195	51	453	2269	246	133	114	222	175	224	162	2141	326	71	49	927	220	885	345	54809	6	Madagascar subhumid forests	FALSE
101174989	CR7549	Dalbergia	orientalis	NA	Monticola	NA	NA	0	0	NA	1.1	NA	NA	D2	1	0	NA	NA	1	1	0	1	1	1	194	51	453	2266	246	132	114	221	174	223	162	2165	330	72	49	938	224	890	349	63054	6	Madagascar subhumid forests	FALSE
101174990	CR7550	Dalbergia	orientalis	NA	Monticola	NA	NA	0	0	NA	1.1	NA	NA	D2	1	0	NA	NA	1	1	0	1	1	1	194	51	453	2266	246	132	114	221	174	223	162	2165	330	72	49	938	224	890	349	63054	6	Madagascar subhumid forests	FALSE
101175012	CR7560	Dalbergia	orientalis	NA	Monticola	prio_geo	NA	0	0	NA	1.1	NA	NA	D2	1	0	NA	NA	1	1	0	1	1	1	194	51	453	2269	246	132	114	221	174	223	162	2167	330	72	49	940	223	894	349	57532	6	Madagascar subhumid forests	FALSE
101175013	CR7561	Dalbergia	orientalis	NA	Monticola	NA	NA	1	0	0	1	NA	NA	D2	1	0	NA	NA	1	1	0	1	0	1	194	51	453	2269	246	132	114	221	174	223	162	2167	330	72	49	940	223	894	349	57532	6	Madagascar subhumid forests	FALSE
101175016	CR7562	Dalbergia	orientalis	NA	Monticola	NA	NA	1	1	1	1	NA	NA	D2	1	0	NA	NA	1	1	0	1	1	1	194	51	453	2269	246	132	114	221	174	223	162	2167	330	72	49	940	223	894	349	57532	6	Madagascar subhumid forests	FALSE
101175018	CR7563	Dalbergia	orientalis	NA	Monticola	NA	NA	1	0	0	1	NA	NA	D2	1	0	NA	NA	1	1	0	1	0	1	194	51	453	2269	246	132	114	221	174	223	162	2167	330	72	49	940	223	894	349	57532	6	Madagascar subhumid forests	FALSE
101175020	CR7565	Dalbergia	orientalis	NA	Monticola	NA	NA	1	0	0	1	NA	NA	D2	1	0	NA	NA	1	1	0	1	1	1	194	51	453	2269	246	132	114	221	174	223	162	2167	330	72	49	940	223	894	349	57532	6	Madagascar subhumid forests	FALSE
101175022	CR7566	Dalbergia	orientalis	NA	Monticola	NA	NA	1	0	0	1	NA	NA	D2prob	1	0	NA	NA	1	1	0	1	1	1	194	51	453	2269	246	132	114	221	174	223	162	2167	330	72	49	940	223	894	349	57532	6	Madagascar subhumid forests	FALSE
101175024	CR7568	Dalbergia	orientalis	NA	Monticola	NA	NA	0	0	NA	1.1	NA	NA	D2	0	0	NA	NA	NA	0	NA	NA	NA	NA	194	51	453	2269	246	132	114	221	174	223	162	2167	330	72	49	940	223	894	349	57532	6	Madagascar subhumid forests	FALSE
101175395	CR7580	Dalbergia	orientalis	NA	Monticola	NA	NA	1	0	0	1	NA	NA	D2	0	1	NA	NA	NA	0	NA	NA	NA	NA	194	51	453	2268	245	132	114	221	174	223	161	2177	332	73	49	945	225	896	351	58136	6	Madagascar subhumid forests	FALSE
101175396	CR7581	Dalbergia	orientalis	NA	Monticola	NA	NA	0	0	NA	NA	NA	NA	D2	0	0	NA	NA	NA	0	NA	NA	NA	NA	194	51	453	2268	245	132	114	221	174	223	161	2177	332	73	49	945	225	896	351	58136	6	Madagascar subhumid forests	FALSE
101175397	CR7582	Dalbergia	orientalis	NA	Monticola	NA	NA	1	0	0	1	NA	NA	D2	1	0	NA	NA	1	1	0	1	1	1	194	51	453	2268	245	132	114	221	174	223	161	2177	332	73	49	945	225	896	351	58136	6	Madagascar subhumid forests	FALSE
101175402	CR7587	Dalbergia	orientalis	NA	Monticola	NA	NA	0	0	NA	NA	NA	NA	D2	1	0	NA	NA	1	1	0	1	1	1	194	51	453	2268	245	132	114	221	174	223	161	2177	332	73	49	945	225	896	351	58136	6	Madagascar subhumid forests	FALSE
101175408	CR7592	Dalbergia	orientalis	NA	Monticola	NA	NA	1	0	0	1	NA	NA	D2	1	0	NA	NA	1	1	0	1	1	1	194	51	453	2268	245	132	114	221	174	223	161	2177	332	73	49	945	225	896	351	58136	6	Madagascar subhumid forests	FALSE
101175416	CR7594	Dalbergia	orientalis	NA	Monticola	NA	NA	1	0	0	1	NA	NA	D2	0	0	NA	NA	NA	0	NA	NA	NA	NA	195	52	453	2271	247	133	114	222	175	224	163	2130	325	70	49	923	217	884	343	60730	6	Madagascar subhumid forests	FALSE
101175418	CR7596	Dalbergia	notseen_sp.	NA	incertae_sedis	NA	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	0	0	0	1	1	1	216	45	425	2211	264	158	106	244	195	244	184	2094	295	72	43	835	229	835	386	43645	6	Madagascar humid forests	FALSE
101175423	CR7598	Dalbergia	aff._chapelieri_Manombo	DM_SP31	Chapelieri	N10	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	1	1	0	1	1	1	218	45	423	2208	265	159	106	244	197	245	185	2093	295	72	43	837	230	831	388	31400	6	Madagascar humid forests	FALSE
101175425	CR7600	Dalbergia	aff._monticola_SE	DM_SP09	Monticola	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	NA	NA	NA	0	NA	NA	NA	NA	218	45	423	2208	265	159	106	244	197	245	185	2093	295	72	43	837	230	831	388	31400	6	Madagascar humid forests	FALSE
101175429	CR7603	Dalbergia	orientalis	NA	Monticola	NA	NA	1	0	0	1	NA	NA	D2	1	0	NA	NA	1	1	0	1	1	1	216	45	425	2209	264	158	106	243	195	244	184	2116	299	73	43	845	233	839	392	37178	6	Madagascar humid forests	FALSE
101175430	CR7604	Dalbergia	orientalis	NA	Monticola	NA	NA	1	0	0	1	NA	NA	D2	1	0	NA	NA	1	1	0	1	1	1	216	45	425	2209	264	158	106	243	195	244	184	2116	299	73	43	845	233	839	392	37178	6	Madagascar humid forests	FALSE
101175452	CR7606	Dalbergia	orientalis	NA	Monticola	NA	NA	1	0	0	1	NA	NA	D2	1	0	NA	NA	1	1	0	1	1	1	216	45	425	2209	264	158	106	243	195	244	184	2116	299	73	43	845	233	839	392	37178	6	Madagascar humid forests	FALSE
101175461	CR7607	Dalbergia	orientalis	NA	Monticola	NA	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	1	1	0	1	1	1	216	45	425	2209	264	158	106	243	195	244	184	2116	299	73	43	845	233	839	392	37178	6	Madagascar humid forests	FALSE
101175466	CR7610	Dalbergia	orientalis	NA	Monticola	NA	NA	1	0	0	1	NA	NA	D2	1	0	NA	NA	1	1	0	1	1	1	215	45	424	2208	263	157	106	242	195	243	183	2150	304	75	43	859	239	846	399	31632	6	Madagascar humid forests	FALSE
101175471	CR7611	Dalbergia	orientalis	NA	Monticola	NA	NA	0	0	NA	NA	NA	NA	D2	1	0	NA	NA	1	1	0	1	1	1	215	45	424	2208	263	157	106	242	195	243	183	2150	304	75	43	859	239	846	399	31632	6	Madagascar humid forests	FALSE
101175479	CR7612	Dalbergia	orientalis	NA	Monticola	NA	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	1	1	0	1	1	1	215	45	425	2208	263	157	106	242	195	243	183	2158	306	76	43	862	241	846	400	35778	6	Madagascar humid forests	FALSE
101175482	CR7613	Dalbergia	aff._monticola_SE	DM_SP09	Monticola	NA	NA	1	0	0	1	NA	NA	D2	1	0	NA	NA	1	1	0	1	1	1	215	45	425	2208	263	157	106	242	195	243	183	2158	306	76	43	862	241	846	400	35778	6	Madagascar humid forests	FALSE
101175483	CR7614	Dalbergia	aff._monticola_SE	DM_SP09	Monticola	NA	NA	0	0	NA	NA	NA	NA	D2	1	0	NA	NA	1	1	0	1	1	1	215	45	425	2208	263	157	106	242	195	243	183	2158	306	76	43	862	241	846	400	35778	6	Madagascar humid forests	FALSE
101175488	CR7617	Dalbergia	aff._monticola_SE	DM_SP09	Monticola	NA	NA	0	0	NA	NA	NA	NA	D2	1	0	NA	NA	1	1	0	1	1	1	216	45	425	2209	264	158	106	243	195	244	184	2134	302	74	43	852	236	842	395	36467	6	Madagascar humid forests	FALSE
101175491	CR7618	Dalbergia	notseen_sp.	NA	incertae_sedis	NA	NA	1	0	0	1	NA	NA	D2	1	0	NA	NA	1	1	0	1	1	1	215	45	425	2207	263	157	106	242	195	243	183	2165	307	76	43	865	242	847	402	36944	6	Madagascar humid forests	FALSE
101175971	CR7619	Dalbergia	aff._monticola_SE	DM_SP09	Monticola	NA	NA	0	0	NA	NA	NA	NA	D2	1	0	NA	NA	1	1	0	1	1	1	215	45	425	2207	263	157	106	242	195	243	183	2165	307	76	43	865	242	847	402	36944	6	Madagascar humid forests	FALSE
101175992	CR7632	Dalbergia	orientalis	NA	Monticola	NA	NA	1	0	0	1	NA	NA	D2	0	0	NA	NA	NA	0	NA	NA	NA	NA	217	45	425	2211	264	158	106	244	196	244	184	2086	294	71	43	832	227	832	385	41733	6	Madagascar humid forests	FALSE
101175994	CR7633	Dalbergia	orientalis	NA	Monticola	NA	NA	1	0	0	1	NA	NA	D2	0	0	NA	NA	NA	0	NA	NA	NA	NA	217	45	425	2211	264	158	106	244	196	244	184	2086	294	71	43	832	227	832	385	41733	6	Madagascar humid forests	FALSE
101175998	CR7635	Dalbergia	orientalis	NA	Monticola	NA	NA	1	0	0	1	NA	NA	D2	1	0	NA	NA	NA	0	NA	NA	NA	NA	217	45	425	2211	264	158	106	244	196	244	184	2086	294	71	43	832	227	832	385	41733	6	Madagascar humid forests	FALSE
101176000	CR7636	Dalbergia	orientalis	NA	Monticola	NA	NA	1	0	0	1	NA	NA	D2	1	0	NA	NA	NA	0	0	1	0	1	215	45	425	2210	263	157	106	242	194	243	183	2105	297	73	43	842	232	837	388	39555	6	Madagascar humid forests	FALSE
101176001	CR7637	Dalbergia	orientalis	NA	Monticola	NA	NA	1	0	0	1	NA	NA	D2	1	0	NA	NA	NA	0	NA	NA	NA	NA	215	45	425	2210	263	157	106	242	194	243	183	2105	297	73	43	842	232	837	388	39555	6	Madagascar humid forests	FALSE
101176003	CR7638	Dalbergia	orientalis	NA	Monticola	NA	NA	1	0	0	1	NA	NA	D2	1	NA	NA	NA	NA	0	NA	NA	NA	NA	215	45	425	2210	263	157	106	242	194	243	183	2105	297	73	43	842	232	837	388	39555	6	Madagascar humid forests	FALSE
101176005	CR7639	Dalbergia	orientalis	NA	Monticola	NA	NA	1	0	0	1	NA	NA	D2	2	NA	NA	NA	NA	0	NA	NA	NA	NA	215	45	425	2210	263	157	106	242	194	243	183	2105	297	73	43	842	232	837	388	39555	6	Madagascar humid forests	FALSE
101176011	CR7642	Dalbergia	delphinensis	NA	Baronii	NA	NA	0	0	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0	NA	NA	NA	NA	235	32	358	2051	275	187	89	259	215	261	206	1768	217	70	30	604	238	597	424	12090	18	Madagascar humid forests	FALSE
101176013	CR7643	Dalbergia	cloiselii	DM_SP12	Baronii	NA	NA	0	0	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0	NA	NA	NA	NA	234	32	358	2050	275	186	89	258	214	260	205	1795	220	71	30	614	243	605	430	8101	18	Madagascar humid forests	FALSE
101188636	CR7644	Dalbergia	aff._normandii_PAL	DM_SP54	Maritima	N9	NA	0	0	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0	NA	NA	NA	NA	244	30	344	2017	286	200	86	267	232	269	215	3239	432	101	42	1266	312	1192	640	2533	18	Madagascar humid forests	FALSE
101188638	CR7646	Dalbergia	aff._chapelieri_NE	NA	Chapelieri	N9	NA	0	0	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0	NA	NA	NA	NA	244	30	344	2017	286	200	86	267	231	269	215	3214	428	100	42	1255	308	1181	635	1944	18	Madagascar humid forests	FALSE
101188642	CR7649	Dalbergia	aff._normandii_PAL	DM_SP54	Maritima	NA	NA	0	0	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0	NA	NA	NA	NA	244	30	345	2019	286	200	86	267	232	269	215	3201	427	99	43	1255	306	1184	630	1645	18	Madagascar humid forests	FALSE
101188644	CR7650	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0	NA	NA	NA	NA	244	31	350	2035	287	200	87	267	232	270	215	3139	418	99	42	1220	305	1147	620	1700	18	Madagascar humid forests	FALSE
NA	CR7656	Dalbergia	aff._chapelieri_NE	NA	Chapelieri	NA	NA	0	0	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0	NA	NA	NA	NA	222	55	453	2398	277	157	121	249	196	250	187	1702	297	56	59	838	182	781	208	17685	6	Madagascar humid forests	FALSE
NA	CR7657	Dalbergia	aff._chapelieri_NE	NA	Chapelieri	NA	NA	0	0	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0	NA	NA	NA	NA	222	55	453	2398	277	157	121	249	196	250	187	1702	297	56	59	838	182	781	208	17685	6	Madagascar humid forests	FALSE
NA	CR7658	Dalbergia	bathiei	NA	Baronii	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	NA	NA	NA	0	NA	NA	NA	NA	227	53	449	2395	282	162	119	254	201	255	191	1606	260	54	57	743	182	739	220	15860	6	Madagascar humid forests	FALSE
NA	CR7659	Dalbergia	aff._chapelieri_NE	NA	Chapelieri	NA	NA	0	0	NA	NA	NA	NA	NA	1	0	NA	NA	NA	0	NA	NA	NA	NA	227	53	449	2395	282	162	119	254	201	255	191	1606	260	54	57	743	182	739	220	15860	6	Madagascar humid forests	FALSE
